#Locus	Reads	Rep-total	DicerCall
Chr3:7638935-7638951	0	0.000	N
Chr3:7642384-7642398	3	0.238	N
Chr3:7642586-7642723	2	0.833	24
Chr3:7643935-7644134	442	433.823	24
Chr3:7654194-7654208	0	0.000	N
Chr3:7658938-7659545	124	58.974	24
Chr3:7660546-7660562	0	0.000	N
Chr3:7664957-7664964	2	2.000	21
Chr3:7668056-7668072	2	0.667	N
Chr3:7669796-7669816	7	7.000	24
Chr3:7677844-7677860	3	1.125	N
Chr3:7679700-7679904	417	417.000	24
Chr3:7681127-7681142	1	0.200	N
Chr3:7682361-7682945	1677	1573.361	N
Chr3:7696345-7696373	23	11.500	24
Chr3:7698972-7698994	6	3.000	23
Chr3:7703839-7704244	1188	1186.693	24
Chr3:7709926-7710011	2	0.400	N
Chr3:7711054-7711110	27	27.000	24
Chr3:7713637-7714413	264	130.522	24
Chr3:7728445-7728463	3	1.000	N
Chr3:7730851-7730867	4	2.333	N
Chr3:7733219-7733237	3	1.000	N
Chr3:7741071-7741089	2	1.111	N
Chr3:7741657-7741671	0	0.000	N
Chr3:7746132-7746147	31	10.078	N
Chr3:7749798-7749820	6	4.562	24
Chr3:7765538-7766836	280	77.924	24
Chr3:7767548-7767562	1	0.100	N
Chr3:7772775-7772930	301	276.830	24
Chr3:7782235-7782552	28	10.419	24
Chr3:7785867-7785976	59	57.000	24
Chr3:7795097-7795514	32	30.170	N
Chr3:7798416-7798430	0	0.000	N
Chr3:7800114-7800320	203	193.500	24
Chr3:7800694-7800912	43	41.452	24
Chr3:7804360-7804378	2	2.000	24
Chr3:7804673-7804750	11	11.000	24
Chr3:7804975-7805027	9	9.000	24
Chr3:7806029-7806029	2	1.000	22
Chr3:7806403-7806532	1	0.500	21
Chr3:7811067-7811110	19	3.555	N
Chr3:7820197-7820495	10	10.000	24
Chr3:7834654-7834720	18	16.666	24
Chr3:7838039-7838052	4	4.000	N
Chr3:7838257-7838272	0	0.000	N
Chr3:7845136-7845406	767	766.003	24
Chr3:7846018-7846133	9	9.000	N
Chr3:7846351-7846369	4	1.750	N
Chr3:7847711-7848054	31	15.500	24
Chr3:7848875-7848893	4	1.333	N
Chr3:7849827-7850171	35	13.584	N
Chr3:7850443-7850663	47	20.332	24
Chr3:7851209-7851838	142	37.800	24
Chr3:7852833-7853053	122	40.223	N
Chr3:7853319-7853340	42	10.811	N
Chr3:7854594-7854698	5	2.500	N
Chr3:7855400-7855420	3	1.000	N
Chr3:7856876-7857039	64	46.502	24
Chr3:7857749-7858092	29	14.500	24
Chr3:7858909-7858927	9	2.567	N
Chr3:7859854-7860929	1799	869.817	N
Chr3:7861925-7862021	124	39.730	N
Chr3:7862411-7862432	31	8.333	N
Chr3:7863684-7863794	3	1.500	N
Chr3:7874679-7874694	2	2.000	N
Chr3:7877298-7877314	1	0.500	N
Chr3:7880829-7881151	341	339.261	24
Chr3:7885212-7885228	1	1.000	23
Chr3:7889587-7889601	3	0.375	N
Chr3:7894848-7894862	3	0.375	N
Chr3:7895626-7895703	3	3.000	N
Chr3:7898456-7898712	444	443.245	24
Chr3:7901957-7902001	100	45.500	24
Chr3:7902508-7902571	6	6.000	24
Chr3:7903511-7903630	42	41.332	24
Chr3:7913556-7913583	4	4.000	N
Chr3:7916691-7916706	0	0.000	N
Chr3:7918933-7918966	14	13.500	N
Chr3:7920911-7920944	5	5.000	24
Chr3:7921696-7922486	2765	664.982	24
Chr3:7924320-7924465	155	129.921	24
Chr3:7933910-7933925	153	40.101	N
Chr3:7936605-7936619	0	0.000	N
Chr3:7937000-7937596	145	81.171	24
Chr3:7938313-7938587	98	98.000	24
Chr3:7945272-7945589	227	218.079	24
Chr3:7949715-7950329	35	25.116	24
Chr3:7960202-7960564	7	7.000	N
Chr3:7962576-7962591	7	1.533	N
Chr3:7967421-7967441	19	7.667	20
Chr3:7976507-7976521	33	17.002	N
Chr3:7978708-7978933	119	46.565	24
Chr3:7979587-7980628	255	111.741	24
Chr3:7981236-7981301	63	38.808	24
Chr3:7981564-7981988	178	177.341	24
Chr3:7994855-7995129	22	14.025	24
Chr3:7995389-7995628	42	10.462	24
Chr3:7995855-7995990	13	0.983	24
Chr3:7999246-7999262	3	0.300	N
Chr3:8002368-8002410	6	6.000	24
Chr3:8003057-8003639	199	47.063	24
Chr3:8004543-8004557	1	0.167	N
Chr3:8007163-8007178	1	0.500	N
Chr3:8013056-8013069	1	0.500	N
Chr3:8018181-8018196	1	0.500	N
Chr3:8025136-8025217	19	18.333	23
Chr3:8025719-8025769	15	7.167	24
Chr3:8026176-8026264	22	22.000	24
Chr3:8026729-8026752	6	3.290	24
Chr3:8027175-8027201	9	8.250	24
Chr3:8029462-8029512	49	25.745	24
Chr3:8030084-8030098	2	0.300	N
Chr3:8031790-8031854	35	35.000	23
Chr3:8032353-8032412	73	41.333	24
Chr3:8033466-8033481	3	1.278	N
Chr3:8048193-8048219	12	9.917	24
Chr3:8048442-8048512	64	60.998	24
Chr3:8049900-8049915	2	0.611	N
Chr3:8050442-8050456	0	0.000	N
Chr3:8052661-8052677	9	2.000	N
Chr3:8058646-8058658	0	0.000	N
Chr3:8067394-8067424	5	5.000	24
Chr3:8069817-8069831	1	0.333	N
Chr3:8081983-8082165	115	92.448	24
Chr3:8090682-8090698	2	0.192	N
Chr3:8093548-8094113	172	111.989	24
Chr3:8095094-8095318	22	6.750	24
Chr3:8095639-8095912	137	50.032	24
Chr3:8096520-8096961	47	32.919	24
Chr3:8101048-8102055	122	56.230	24
Chr3:8102525-8102551	11	6.000	24
Chr3:8102773-8102882	37	29.001	24
Chr3:8108073-8108208	8066	4849.279	21
Chr3:8110023-8110038	0	0.000	N
Chr3:8113000-8113011	7	7.000	N
Chr3:8113283-8113305	6	6.000	N
Chr3:8114247-8114261	7	4.333	N
Chr3:8115946-8115961	0	0.000	N
Chr3:8118384-8118399	15	7.250	N
Chr3:8122240-8122507	218	218.000	24
Chr3:8129814-8129936	84	51.248	24
Chr3:8130978-8131013	6	1.834	24
Chr3:8131365-8131765	59	47.749	24
Chr3:8132090-8132113	8	6.250	24
Chr3:8132436-8132533	6	3.200	N
Chr3:8132900-8133313	81	81.000	24
Chr3:8138545-8138809	817	816.346	24
Chr3:8139936-8139950	2	0.417	N
Chr3:8149917-8150102	57	54.167	24
Chr3:8150334-8150378	20	19.142	24
Chr3:8153079-8153080	2	2.000	N
Chr3:8157060-8157074	4	0.374	N
Chr3:8162365-8162380	6	0.295	N
Chr3:8163238-8163254	34	10.078	N
Chr3:8170188-8170208	5	5.000	24
Chr3:8184345-8184359	0	0.000	N
Chr3:8185690-8186005	57	52.907	24
Chr3:8188062-8188077	0	0.000	N
Chr3:8188953-8189265	47	35.570	24
Chr3:8193352-8193583	19	15.076	N
Chr3:8195718-8195727	4	3.500	N
Chr3:8196571-8196584	1	1.000	N
Chr3:8209499-8211028	740	679.616	24
Chr3:8211402-8212223	121	89.915	24
Chr3:8212618-8212797	41	36.998	24
Chr3:8220069-8220110	98	98.000	24
Chr3:8227612-8227626	3	2.077	N
Chr3:8231261-8231593	66	55.836	24
Chr3:8232048-8232070	4	4.000	24
Chr3:8232271-8232434	84	55.558	24
Chr3:8232925-8232940	8	1.945	N
Chr3:8233373-8233373	2	2.000	23
Chr3:8235881-8235895	0	0.000	N
Chr3:8236142-8236264	2955	2949.681	22
Chr3:8239279-8239296	7	2.436	N
Chr3:8240701-8240746	10	10.000	24
Chr3:8242249-8242265	1	0.333	N
Chr3:8245105-8245425	377	377.000	24
Chr3:8247812-8248351	97	58.995	24
Chr3:8263896-8263910	1	0.071	N
Chr3:8268499-8268515	27	7.949	N
Chr3:8271126-8271376	42	42.000	24
Chr3:8273628-8273679	8	8.000	24
Chr3:8276536-8276543	0	0.000	N
Chr3:8294722-8294809	7	7.000	22
Chr3:8302120-8302251	74	74.000	24
Chr3:8305337-8305352	1	0.200	N
Chr3:8317235-8317249	0	0.000	N
Chr3:8323945-8324126	24	8.750	N
Chr3:8329247-8329510	80	12.456	24
Chr3:8332076-8332294	335	335.000	24
Chr3:8343643-8343984	247	220.571	N
Chr3:8345459-8345623	518	514.322	24
Chr3:8346589-8346609	34	34.000	21
Chr3:8356834-8357114	320	319.328	24
Chr3:8365043-8365055	2	1.077	N
Chr3:8367266-8367351	23	22.501	24
Chr3:8368062-8368226	146	146.000	24
Chr3:8371902-8372043	82	82.000	24
Chr3:8373234-8373252	3	3.000	24
Chr3:8374294-8374699	100	97.290	24
Chr3:8375931-8375946	4	0.667	N
Chr3:8378620-8378634	0	0.000	N
Chr3:8379804-8379998	398	397.204	24
Chr3:8386997-8387035	9	3.817	23
Chr3:8387261-8387298	9	7.750	24
Chr3:8397304-8397638	511	509.978	24
Chr3:8407601-8407897	68	64.498	24
Chr3:8408193-8408207	8	1.491	N
Chr3:8409022-8409289	42	27.649	24
Chr3:8410553-8410598	11	10.499	N
Chr3:8411567-8411583	3	3.000	N
Chr3:8411995-8411999	6	6.000	N
Chr3:8414948-8415036	22	22.000	23
Chr3:8415332-8415347	8	2.166	N
Chr3:8417605-8417619	0	0.000	N
Chr3:8425523-8425537	0	0.000	N
Chr3:8425832-8427194	539	489.142	24
Chr3:8451513-8451527	16	5.600	N
Chr3:8452574-8452730	25	23.200	24
Chr3:8459028-8459043	7	1.519	N
Chr3:8464540-8464546	1	1.000	24
Chr3:8473919-8473933	1	1.000	20
Chr3:8481320-8481334	3	0.167	N
Chr3:8492048-8492164	25	2.162	24
Chr3:8492909-8493795	233	226.989	24
Chr3:8497011-8497154	15	15.000	N
Chr3:8511426-8511441	6	2.744	N
Chr3:8520166-8520182	6	1.389	N
Chr3:8525201-8525216	8	4.000	N
Chr3:8527029-8527044	4	2.667	24
Chr3:8527658-8527768	7	3.500	24
Chr3:8529277-8530554	131	130.502	21
Chr3:8537559-8537823	111	55.622	24
Chr3:8540986-8540996	1	1.000	20
Chr3:8542950-8543132	87	30.302	24
Chr3:8547226-8547422	168	166.202	24
Chr3:8547678-8547959	83	76.667	24
Chr3:8564865-8565107	249	247.008	24
Chr3:8574462-8574696	313	281.418	24
Chr3:8575096-8575112	3	3.000	N
Chr3:8578104-8578125	0	0.000	N
Chr3:8587245-8587263	4	4.000	N
Chr3:8588572-8588599	11	11.000	N
Chr3:8596121-8596340	61	16.476	23
Chr3:8596894-8597007	52	40.232	24
Chr3:8597687-8597976	233	222.748	24
Chr3:8603662-8603683	9	9.000	N
Chr3:8604138-8604778	56	55.166	N
Chr3:8613574-8613597	3	3.000	24
Chr3:8614054-8614139	7	7.000	24
Chr3:8615498-8615513	0	0.000	N
Chr3:8617280-8617292	3	2.067	N
Chr3:8623602-8623934	752	726.131	24
Chr3:8624670-8624684	2	0.286	N
Chr3:8635173-8635225	11	8.391	N
Chr3:8644481-8645646	375	303.375	24
Chr3:8651017-8651031	1	0.500	N
Chr3:8654284-8654760	251	230.845	24
Chr3:8659656-8660080	242	225.326	24
Chr3:8661276-8661291	5	1.056	N
Chr3:8662033-8662264	201	201.000	24
Chr3:8676430-8676445	2	1.000	N
Chr3:8684379-8684592	191	190.007	24
Chr3:8684935-8685092	29	25.401	24
Chr3:8690155-8690592	169	169.000	24
Chr3:8692044-8692074	17	17.000	24
Chr3:8700771-8700778	2	0.750	N
Chr3:8714959-8715024	112	75.869	24
Chr3:8734896-8734910	2	0.750	N
Chr3:8742724-8742873	21	21.000	24
Chr3:8748998-8749015	4	4.000	N
Chr3:8752153-8752370	452	412.812	24
Chr3:8752799-8752980	153	87.317	24
Chr3:8755104-8755118	0	0.000	N
Chr3:8757569-8757875	286	276.162	24
Chr3:8758732-8758998	314	312.085	24
Chr3:8761588-8761602	2	0.286	N
Chr3:8765858-8765875	12	12.000	N
Chr3:8768997-8769013	2	1.500	N
Chr3:8772139-8772386	90	69.201	24
Chr3:8772589-8772726	17	15.291	24
Chr3:8789393-8789423	8	4.000	24
Chr3:8790474-8790501	12	6.000	24
Chr3:8790939-8790958	4	2.000	20
Chr3:8792801-8792817	169	82.168	N
Chr3:8793830-8793892	17	14.333	24
Chr3:8796246-8796269	9	8.500	24
Chr3:8813358-8813370	3	0.593	N
Chr3:8813656-8813670	3	0.333	N
Chr3:8815871-8815886	17	8.500	N
Chr3:8816875-8816909	10	10.000	24
Chr3:8819592-8819608	95	28.984	N
Chr3:8820093-8820270	151	146.334	24
Chr3:8834295-8834310	3	0.542	N
Chr3:8836345-8836398	183	183.000	24
Chr3:8836943-8837495	180	177.336	24
Chr3:8839333-8839353	1	1.000	22
Chr3:8842955-8843230	358	118.104	24
Chr3:8843487-8843694	30	6.684	24
Chr3:8843942-8843962	5	0.715	24
Chr3:8844371-8844394	8	0.738	24
Chr3:8845572-8845591	3	0.273	24
Chr3:8846595-8846682	15	1.332	24
Chr3:8846905-8847315	49	10.966	24
Chr3:8847765-8847884	18	1.962	24
Chr3:8848145-8848235	25	17.970	24
Chr3:8848509-8848590	27	4.301	24
Chr3:8849014-8849020	2	2.000	24
Chr3:8849507-8849888	48	16.613	24
Chr3:8850127-8850149	6	0.573	23
Chr3:8851028-8851577	103	25.482	24
Chr3:8852450-8852857	24	8.587	24
Chr3:8853632-8853798	26	3.026	24
Chr3:8854143-8854166	3	0.543	24
Chr3:8854456-8854467	5	0.771	24
Chr3:8855318-8855339	2	0.400	N
Chr3:8855872-8855906	12	2.275	23
Chr3:8857196-8857216	3	0.267	24
Chr3:8857419-8858404	99	23.235	24
Chr3:8872477-8872503	9	9.000	24
Chr3:8872807-8873460	243	243.000	24
Chr3:8874483-8875657	488	319.006	24
Chr3:8877151-8877166	1	0.143	N
Chr3:8878336-8878350	7	2.878	N
Chr3:8882929-8882943	5	5.000	N
Chr3:8883284-8884046	286	216.416	24
Chr3:8895023-8895117	51	40.698	24
Chr3:8901766-8901774	5	5.000	N
Chr3:8903642-8903642	3	3.000	23
Chr3:8905538-8905554	0	0.000	N
Chr3:8919381-8919507	23	22.200	24
Chr3:8921036-8921051	2	0.667	N
Chr3:8926355-8926424	122	122.000	24
Chr3:8930907-8931173	118	114.495	24
Chr3:8937154-8937210	10	10.000	24
Chr3:8937895-8937912	2	2.000	N
Chr3:8941532-8941548	71	14.463	N
Chr3:8944785-8945084	226	203.988	24
Chr3:8949382-8949520	170	159.341	24
Chr3:8955526-8955555	1	1.000	N
Chr3:8956250-8956430	151	150.502	24
Chr3:8956684-8956717	9	8.333	24
Chr3:8956934-8957468	369	343.613	24
Chr3:8959850-8959866	4	3.014	N
Chr3:8963229-8963243	0	0.000	N
Chr3:8968547-8968561	1	1.000	N
Chr3:8969772-8969812	1	1.000	23
Chr3:8976266-8976280	7	0.778	N
Chr3:8976864-8977727	520	472.004	24
Chr3:8978096-8978124	4	4.000	24
Chr3:8979064-8979606	1088	958.963	N
Chr3:8981708-8981722	1	0.026	N
Chr3:8982639-8982654	1	1.000	N
Chr3:8985707-8985896	269	176.572	24
Chr3:8989403-8989417	7	3.000	N
Chr3:8994704-8994713	7	7.000	24
Chr3:8997759-8997772	0	0.000	N
Chr3:8998624-8998642	22	20.291	N
Chr3:9003455-9003469	0	0.000	N
Chr3:9009945-9009960	16	3.000	N
Chr3:9011598-9011752	11	11.000	24
Chr3:9013355-9013380	11	11.000	24
Chr3:9014818-9014842	9	9.000	24
Chr3:9015868-9016087	8	8.000	N
Chr3:9016335-9016352	4	2.667	N
Chr3:9017046-9017201	107	106.005	24
Chr3:9020071-9020094	11	11.000	24
Chr3:9020757-9020771	1	0.111	N
Chr3:9022861-9022949	16	15.501	24
Chr3:9033206-9033220	11	5.500	N
Chr3:9036877-9036891	1	0.250	N
Chr3:9039022-9039036	2	0.400	N
Chr3:9042732-9042815	52	50.835	24
Chr3:9047555-9047658	11	6.000	N
Chr3:9048371-9048385	0	0.000	N
Chr3:9051488-9051502	0	0.000	N
Chr3:9054519-9054539	34	25.531	N
Chr3:9054869-9054884	4	4.000	N
Chr3:9055091-9055326	123	123.000	24
Chr3:9060411-9060600	7	7.000	24
Chr3:9065435-9065444	6	6.000	N
Chr3:9073491-9073507	4	1.762	N
Chr3:9076736-9076750	1	0.500	N
Chr3:9079861-9079877	0	0.000	N
Chr3:9087962-9087976	2	1.000	N
Chr3:9091084-9091100	0	0.000	N
Chr3:9111345-9111359	7	5.450	N
Chr3:9120524-9120715	62	62.000	24
Chr3:9122114-9122128	3	1.367	N
Chr3:9123638-9123792	219	219.000	24
Chr3:9130681-9130774	76	75.248	24
Chr3:9131950-9131970	3	3.000	N
Chr3:9134559-9134719	39	39.000	24
Chr3:9140552-9140666	12	7.333	24
Chr3:9143040-9143091	11	11.000	24
Chr3:9145638-9145652	2	1.143	N
Chr3:9148984-9149114	302	302.000	24
Chr3:9153087-9153101	3	0.600	N
Chr3:9153786-9154121	207	206.503	24
Chr3:9170223-9170240	3	1.424	N
Chr3:9171260-9171277	32	13.894	N
Chr3:9171719-9171733	5	1.000	N
Chr3:9174736-9174750	3	0.533	N
Chr3:9179614-9179953	308	307.507	24
Chr3:9185187-9185877	65	58.831	N
Chr3:9186647-9186758	49	45.247	24
Chr3:9187298-9187519	23	23.000	24
Chr3:9188890-9188903	0	0.000	N
Chr3:9197637-9197778	552	552.000	24
Chr3:9202131-9202207	46	46.000	24
Chr3:9205599-9205641	23	23.000	24
Chr3:9213982-9213997	0	0.000	N
Chr3:9222184-9222204	0	0.000	N
Chr3:9223999-9224013	0	0.000	N
Chr3:9225851-9225957	53	36.941	N
Chr3:9226775-9226898	6	3.667	24
Chr3:9227112-9227424	18	18.000	24
Chr3:9227693-9227701	0	0.000	N
Chr3:9228269-9228276	5	5.000	24
Chr3:9228971-9228971	3	3.000	24
Chr3:9231232-9231353	11	4.500	22
Chr3:9231598-9232779	274	230.324	24
Chr3:9236721-9237197	111	110.501	24
Chr3:9238110-9238298	15	15.000	24
Chr3:9238766-9238863	15	15.000	24
Chr3:9239165-9239191	7	7.000	23
Chr3:9239653-9239880	11	11.000	24
Chr3:9240354-9240598	78	78.000	24
Chr3:9240900-9241258	423	421.689	24
Chr3:9242050-9242064	4	1.643	N
Chr3:9245949-9245964	0	0.000	N
Chr3:9247838-9247852	39	19.999	N
Chr3:9251789-9251944	4	2.667	N
Chr3:9253557-9253571	6	2.250	N
Chr3:9254329-9254343	4	2.312	N
Chr3:9254599-9254614	5	0.695	N
Chr3:9255595-9255606	2	0.667	N
Chr3:9256209-9256574	90	85.824	24
Chr3:9256925-9257159	134	116.044	24
Chr3:9257587-9257627	6	3.407	24
Chr3:9258462-9258507	14	13.334	23
Chr3:9260405-9260421	1	0.143	N
Chr3:9263260-9263276	9	2.733	N
Chr3:9268320-9268333	5	2.034	21
Chr3:9270243-9270428	6	5.500	N
Chr3:9279963-9280164	3	1.667	N
Chr3:9283393-9283408	6	3.334	N
Chr3:9286155-9286172	45	20.416	N
Chr3:9300075-9300483	134	124.580	24
Chr3:9310149-9310161	1	0.143	N
Chr3:9321986-9322794	195	129.656	24
Chr3:9326086-9326116	25	25.000	24
Chr3:9327703-9327932	138	137.503	24
Chr3:9334854-9334928	9	9.000	23
Chr3:9335243-9335477	345	318.711	24
Chr3:9345332-9345346	0	0.000	N
Chr3:9346596-9346674	43	23.448	24
Chr3:9347498-9347860	232	226.826	24
Chr3:9361791-9362003	104	54.569	24
Chr3:9362918-9363091	28	26.001	24
Chr3:9366075-9366092	5	1.325	N
Chr3:9368509-9368523	0	0.000	N
Chr3:9372416-9372447	10	1.164	N
Chr3:9378843-9378998	29	26.999	24
Chr3:9379301-9379341	57	57.000	24
Chr3:9380292-9380505	13	13.000	24
Chr3:9381184-9381504	140	93.002	24
Chr3:9382660-9382743	101	101.000	24
Chr3:9383075-9383092	7	3.400	N
Chr3:9383785-9384059	39	21.512	24
Chr3:9384345-9384540	40	7.300	24
Chr3:9384798-9385816	116	32.816	24
Chr3:9387981-9388857	111	94.505	24
Chr3:9389194-9389200	1	1.000	24
Chr3:9389676-9390231	41	40.000	24
Chr3:9390573-9391038	54	52.499	24
Chr3:9392058-9392425	43	43.000	24
Chr3:9393203-9393766	143	130.001	24
Chr3:9403352-9403368	3	2.067	N
Chr3:9404006-9404025	24	18.814	N
Chr3:9404831-9404844	1	0.250	N
Chr3:9406059-9406317	426	425.020	24
Chr3:9407015-9407021	4	4.000	N
Chr3:9407334-9407336	1	1.000	N
Chr3:9407892-9407913	1	1.000	N
Chr3:9408502-9408517	2	1.200	N
Chr3:9409903-9409918	0	0.000	N
Chr3:9417629-9417818	93	93.000	21
Chr3:9429270-9429368	13	13.000	23
Chr3:9429586-9429593	2	2.000	23
Chr3:9431726-9431741	1	1.000	24
Chr3:9435543-9435566	5	5.000	24
Chr3:9437377-9437392	3	1.500	24
Chr3:9437844-9437863	5	2.500	24
Chr3:9441777-9441791	2	0.333	N
Chr3:9446123-9446125	4	2.000	23
Chr3:9450040-9450054	1	0.167	N
Chr3:9457964-9457978	0	0.000	N
Chr3:9458571-9458587	12	2.542	N
Chr3:9459331-9459521	368	366.822	24
Chr3:9459795-9459808	1	0.250	N
Chr3:9461012-9461034	7	7.000	N
Chr3:9471202-9471593	433	145.358	24
Chr3:9471798-9472107	170	73.202	24
Chr3:9473669-9473677	2	2.000	24
Chr3:9474748-9475128	128	108.314	24
Chr3:9477090-9477106	7	2.261	N
Chr3:9499110-9499124	10	1.667	N
Chr3:9503744-9503759	19	10.429	N
Chr3:9524650-9524671	3	3.000	22
Chr3:9540437-9540565	85	48.127	24
Chr3:9540772-9541258	80	22.808	24
Chr3:9548930-9548944	5	4.042	N
Chr3:9550675-9551075	284	231.346	N
Chr3:9557740-9557758	7	7.000	23
Chr3:9558193-9559098	192	106.675	24
Chr3:9559676-9559691	6	6.000	23
Chr3:9563905-9564041	45	42.750	24
Chr3:9570938-9570952	0	0.000	N
Chr3:9575983-9576434	1628	1628.000	24
Chr3:9595475-9595789	1029	735.838	24
Chr3:9606075-9606089	4	2.286	N
Chr3:9608067-9608728	427	294.502	24
Chr3:9608981-9609113	20	7.784	24
Chr3:9609338-9609412	7	2.467	24
Chr3:9609617-9610467	282	102.422	24
Chr3:9613260-9613741	36	36.000	24
Chr3:9614162-9614177	1	0.200	N
Chr3:9619220-9619239	14	10.429	24
Chr3:9619496-9619519	8	8.000	24
Chr3:9620106-9620165	19	14.953	24
Chr3:9621026-9621220	8	8.000	24
Chr3:9622508-9622521	5	5.000	24
Chr3:9623215-9623238	5	5.000	24
Chr3:9624172-9624184	3	3.000	24
Chr3:9625503-9625531	6	6.000	24
Chr3:9630184-9630309	100	100.000	24
Chr3:9637276-9637294	0	0.000	N
Chr3:9637767-9637781	16	3.816	N
Chr3:9640089-9640103	58	5.696	N
Chr3:9643726-9643892	62	62.000	24
Chr3:9646577-9646701	199	194.503	24
Chr3:9649065-9649093	9	3.833	N
Chr3:9649521-9649759	80	75.000	24
Chr3:9664332-9664391	33	33.000	24
Chr3:9664707-9665381	241	127.778	24
Chr3:9681981-9682217	170	118.983	24
Chr3:9682517-9682629	58	52.919	24
Chr3:9692195-9692999	221	164.999	24
Chr3:9693211-9693371	16	16.000	24
Chr3:9693828-9693858	6	6.000	24
Chr3:9694275-9694488	47	47.000	24
Chr3:9695064-9695163	25	25.000	24
Chr3:9695725-9696186	61	61.000	24
Chr3:9696509-9696611	19	19.000	24
Chr3:9696814-9697670	161	103.362	24
Chr3:9699002-9699226	214	213.208	24
Chr3:9702901-9703087	998	998.000	24
Chr3:9704412-9704427	5	2.059	N
Chr3:9709732-9709746	1	0.250	N
Chr3:9710491-9710553	48	45.998	24
Chr3:9713841-9713975	96	96.000	24
Chr3:9715723-9715736	2	0.375	N
Chr3:9719373-9719422	50	50.000	23
Chr3:9722537-9723139	186	182.894	N
Chr3:9723351-9724203	190	102.106	N
Chr3:9724449-9724639	22	4.334	24
Chr3:9725486-9725492	2	0.367	24
Chr3:9725771-9725794	5	0.833	23
Chr3:9726193-9726576	31	5.267	24
Chr3:9726861-9726956	20	3.700	24
Chr3:9727226-9727384	24	4.366	24
Chr3:9727621-9727627	2	0.400	24
Chr3:9728099-9728120	5	1.000	24
Chr3:9728351-9728516	12	2.066	N
Chr3:9728867-9729662	60	10.668	24
Chr3:9730521-9730585	14	2.366	24
Chr3:9730815-9731425	116	21.820	24
Chr3:9731717-9731840	9	1.800	24
Chr3:9732071-9732798	65	11.563	24
Chr3:9733166-9733312	7	1.300	21
Chr3:9733816-9733836	5	0.967	24
Chr3:9734126-9734852	63	12.002	24
Chr3:9735243-9736509	359	79.303	24
Chr3:9736993-9737260	218	218.000	24
Chr3:9739375-9739450	45	40.500	24
Chr3:9739795-9740185	336	327.432	24
Chr3:9740475-9740497	3	2.000	24
Chr3:9743684-9743699	25	6.200	N
Chr3:9746067-9746081	0	0.000	N
Chr3:9752335-9752350	11	5.500	N
Chr3:9752941-9752954	0	0.000	N
Chr3:9754372-9754432	9	9.000	24
Chr3:9757959-9758045	4	2.424	N
Chr3:9758354-9758369	1	0.125	N
Chr3:9761113-9761127	0	0.000	N
Chr3:9766341-9766655	35	12.155	24
Chr3:9766934-9767166	79	47.203	24
Chr3:9767406-9767470	13	6.272	24
Chr3:9767758-9768108	63	36.086	24
Chr3:9769116-9769466	630	624.141	24
Chr3:9773203-9773272	6	6.000	24
Chr3:9773936-9774020	105	105.000	24
Chr3:9780074-9780088	4	0.400	N
Chr3:9781409-9781650	349	327.536	24
Chr3:9782745-9782766	5	5.000	24
Chr3:9783834-9783974	51	47.165	24
Chr3:9784894-9784942	25	25.000	24
Chr3:9785484-9786545	96	95.203	24
Chr3:9786749-9787131	53	53.000	24
Chr3:9787387-9788333	227	199.351	24
Chr3:9795652-9796072	62	59.253	N
Chr3:9796362-9796948	72	69.833	N
Chr3:9808128-9809184	376	188.827	24
Chr3:9815514-9816142	708	539.779	N
Chr3:9817000-9817013	0	0.000	N
Chr3:9827197-9827211	2	0.500	N
Chr3:9827863-9828958	220	120.428	N
Chr3:9829197-9829376	194	153.066	24
Chr3:9834586-9834600	0	0.000	N
Chr3:9836107-9836374	10	10.000	21
Chr3:9836814-9836830	0	0.000	N
Chr3:9839184-9839309	208	117.915	N
Chr3:9848264-9848378	753	753.000	24
Chr3:9849819-9849833	3	1.325	N
Chr3:9851131-9851149	11	3.584	N
Chr3:9853008-9853118	186	185.200	24
Chr3:9854050-9854065	2	2.000	N
Chr3:9860492-9860731	557	549.870	24
Chr3:9861856-9862136	57	45.834	24
Chr3:9862594-9862770	20	15.834	24
Chr3:9863039-9863041	2	2.000	23
Chr3:9863434-9863622	35	29.998	24
Chr3:9869679-9869682	1	1.000	20
Chr3:9870238-9870662	173	169.038	21
Chr3:9871975-9872148	119	59.072	N
Chr3:9872354-9872503	97	57.637	N
Chr3:9874536-9874594	21	21.000	24
Chr3:9875565-9875695	69	22.108	N
Chr3:9875896-9876060	65	30.030	N
Chr3:9878186-9878710	141	67.031	N
Chr3:9883284-9883299	7	1.506	N
Chr3:9884268-9884290	5	5.000	24
Chr3:9888270-9888284	0	0.000	N
Chr3:9890542-9890955	39	26.653	24
Chr3:9894575-9894591	8	5.000	N
Chr3:9895420-9895434	0	0.000	N
Chr3:9896862-9896877	6	0.500	N
Chr3:9898031-9898046	1	0.111	N
Chr3:9898486-9898502	0	0.000	N
Chr3:9899545-9900037	179	173.702	24
Chr3:9900653-9900758	5	3.476	24
Chr3:9901522-9901857	221	209.508	24
Chr3:9903283-9903650	456	235.250	24
Chr3:9907806-9907821	2	1.071	N
Chr3:9927302-9927317	0	0.000	N
Chr3:9928715-9928836	32	30.000	24
Chr3:9936149-9936403	134	130.235	24
Chr3:9937354-9937375	7	7.000	23
Chr3:9938521-9938536	66	58.714	N
Chr3:9951442-9951570	33	11.665	N
Chr3:9952294-9952308	0	0.000	N
Chr3:9960922-9960936	6	0.545	N
