#Locus	Reads	Rep-total	DicerCall
Chr2:14244699-14244751	123	4.932	N
Chr2:14249995-14250010	9	1.600	N
Chr2:14256236-14256252	15	7.400	N
Chr2:14260513-14260527	2	1.000	N
Chr2:14290030-14290163	193	193.000	24
Chr2:14290619-14290813	63	58.502	N
Chr2:14292446-14292460	2	0.325	N
Chr2:14305275-14305290	17	4.519	N
Chr2:14305878-14305897	4	0.572	20
Chr2:14307282-14307298	70	38.010	N
Chr2:14309680-14310293	69	68.503	N
Chr2:14311190-14311212	1	1.000	N
Chr2:14311605-14311653	14	14.000	24
Chr2:14313453-14313469	14	3.714	N
Chr2:14321319-14321335	347	318.511	N
Chr2:14322360-14322374	26	13.970	N
Chr2:14324129-14324144	292	145.737	N
Chr2:14325870-14325962	22	5.500	21
Chr2:14333771-14333860	3	3.000	24
Chr2:14334313-14334620	16	3.466	24
Chr2:14334834-14335071	25	3.723	24
Chr2:14335333-14335614	35	21.966	24
Chr2:14339406-14339421	5	1.333	N
Chr2:14350386-14350438	8	0.150	N
Chr2:14350834-14350857	31	25.581	N
Chr2:14351355-14351411	47	28.289	N
Chr2:14352191-14352265	51	27.912	N
Chr2:14353143-14353217	34	4.291	N
Chr2:14353656-14353858	69	26.096	N
Chr2:14354098-14354150	13	0.251	N
Chr2:14355137-14355211	969	949.039	N
Chr2:14356055-14356122	22	1.478	N
Chr2:14356521-14356573	15	0.279	N
Chr2:14363442-14363457	4	4.000	N
Chr2:14363661-14364035	240	203.208	24
Chr2:14369392-14369412	57	26.836	21
Chr2:14370816-14370834	140	113.554	N
Chr2:14377161-14377175	4	0.650	N
Chr2:14378441-14378457	4	0.550	N
Chr2:14386668-14387071	280	193.676	24
Chr2:14392853-14393124	110	86.449	24
Chr2:14393908-14393922	2	1.333	N
Chr2:14396365-14396518	110	22.671	N
Chr2:14402176-14402674	75	73.335	24
Chr2:14403062-14403536	11	10.499	24
Chr2:14404203-14404306	3	3.000	N
Chr2:14404549-14405102	31	26.651	23
Chr2:14405429-14405966	271	265.959	24
Chr2:14407869-14408083	45	39.083	24
Chr2:14408457-14409506	67	46.069	24
Chr2:14410017-14410217	7	2.773	24
Chr2:14410507-14410807	9	2.450	24
Chr2:14411242-14411509	14	10.207	24
Chr2:14411738-14412092	21	6.241	N
Chr2:14412301-14412414	38	35.351	24
Chr2:14415311-14415528	65	63.141	24
Chr2:14417022-14418654	316	263.133	24
Chr2:14424573-14424588	6	2.666	N
Chr2:14428587-14428604	114	75.536	N
Chr2:14432134-14432149	5	1.200	N
Chr2:14439382-14439398	14	11.700	N
Chr2:14443538-14443552	2	1.143	N
Chr2:14452923-14452938	6	1.712	N
Chr2:14457303-14458580	180	133.236	24
Chr2:14463826-14463837	0	0.000	N
Chr2:14468220-14468234	58	4.895	N
Chr2:14472487-14472531	11	8.500	24
Chr2:14472991-14473136	5	4.000	24
Chr2:14478360-14478374	4	2.000	N
Chr2:14483693-14483708	6	1.285	N
Chr2:14504440-14504455	13	2.695	N
Chr2:14505393-14505409	2	2.000	N
Chr2:14522254-14522297	3	3.000	N
Chr2:14522557-14523524	234	185.024	N
Chr2:14524785-14525736	137	89.105	N
Chr2:14530371-14530386	7	0.776	N
Chr2:14532801-14532881	11	11.000	N
Chr2:14533225-14533235	1	1.000	24
Chr2:14536828-14536840	7	3.500	N
Chr2:14539608-14539623	41	17.667	N
Chr2:14540679-14540802	173	171.495	N
Chr2:14546552-14546568	20	17.358	N
Chr2:14549222-14549382	7	7.000	21
Chr2:14550989-14551004	4	0.528	N
Chr2:14553713-14554102	82	53.833	24
Chr2:14554581-14554595	2	0.500	24
Chr2:14554851-14555032	55	28.419	24
Chr2:14555361-14555782	42	27.766	24
Chr2:14564452-14564473	6	6.000	23
Chr2:14570807-14570811	3	1.325	N
Chr2:14571883-14571958	37	21.190	24
Chr2:14572530-14572756	34	10.071	23
Chr2:14573600-14573613	5	2.016	N
Chr2:14595002-14595354	34	7.235	24
Chr2:14596657-14597130	117	88.838	24
Chr2:14597337-14597542	217	195.257	24
Chr2:14597911-14597925	1	0.030	N
Chr2:14600406-14600414	8	6.143	N
Chr2:14601538-14601551	2	1.500	N
Chr2:14618463-14618478	28	13.334	N
Chr2:14620571-14620585	7	1.167	N
Chr2:14632363-14632455	11	9.750	24
Chr2:14634031-14634048	3	0.783	N
Chr2:14636638-14636712	15	15.000	24
Chr2:14637768-14637784	1	0.500	N
Chr2:14644263-14644277	1	0.500	N
Chr2:14648204-14648219	0	0.000	N
Chr2:14670441-14670456	16	6.125	N
Chr2:14674441-14674458	2	0.327	N
Chr2:14674944-14675101	30	8.589	N
Chr2:14675805-14676415	75	48.960	24
Chr2:14680108-14680124	4	1.283	N
Chr2:14682593-14682674	10	10.000	24
Chr2:14683264-14683264	0	0.000	N
Chr2:14683476-14683694	35	23.860	24
Chr2:14694267-14694280	2	1.333	N
Chr2:14697303-14697318	4	0.708	N
Chr2:14701326-14701361	16	9.333	23
Chr2:14701899-14701957	37	30.832	24
Chr2:14709781-14709795	3	0.375	N
Chr2:14716063-14716078	19	16.332	N
Chr2:14716389-14716395	0	0.000	N
Chr2:14721888-14721924	5	5.000	24
Chr2:14722223-14722268	3	3.000	24
Chr2:14723643-14723662	1711	952.343	N
Chr2:14735705-14735721	6	1.200	N
Chr2:14743519-14743534	1	0.022	N
Chr2:14747921-14747935	6	2.666	N
Chr2:14750088-14750134	7	1.702	N
Chr2:14751068-14751085	26	21.666	N
Chr2:14768812-14768826	5	5.000	N
Chr2:14771941-14771956	11	3.490	N
Chr2:14787811-14787822	0	0.000	N
Chr2:14798188-14798205	299	272.987	N
Chr2:14810766-14810977	137	70.843	24
Chr2:14811590-14811938	104	56.784	24
Chr2:14812185-14812298	2	2.000	24
Chr2:14812591-14812594	0	0.000	N
Chr2:14812799-14812890	59	59.000	24
Chr2:14813241-14813266	7	7.000	24
Chr2:14819774-14819794	93	90.452	N
Chr2:14837189-14837203	19	9.500	N
Chr2:14839860-14839871	1	0.053	N
Chr2:14840657-14840674	49	4.390	N
Chr2:14840997-14841149	38	37.498	24
Chr2:14842579-14842594	1	0.111	N
Chr2:14843726-14843741	5	5.000	N
Chr2:14846649-14847042	151	150.502	24
Chr2:14851077-14851092	3	0.833	N
Chr2:14851542-14851571	13	13.000	N
Chr2:14858957-14859552	103	48.935	24
Chr2:14860165-14860188	6	6.000	24
Chr2:14860514-14860845	128	61.312	24
Chr2:14861381-14861397	3	3.000	23
Chr2:14882242-14882258	3	1.167	N
Chr2:14887509-14887752	59	58.333	24
Chr2:14894376-14894957	2303	2252.564	N
Chr2:14899850-14899865	22	21.100	N
Chr2:14906769-14907017	72	68.609	24
Chr2:14912094-14912108	4	0.235	N
Chr2:14920823-14920934	32	32.000	24
Chr2:14932071-14932090	24	12.434	N
Chr2:14933698-14933713	4	1.556	N
Chr2:14942090-14942104	9	1.133	N
Chr2:14951845-14952964	166	65.354	24
Chr2:14958617-14958631	12	4.100	N
Chr2:14959187-14959202	11	6.929	N
Chr2:14975282-14975307	1	1.000	22
Chr2:14976175-14976190	0	0.000	N
Chr2:14989510-14989531	2	0.500	23
Chr2:14989969-14989983	22	4.814	N
Chr2:14990458-14990472	2	0.400	N
Chr2:14996706-14996829	11	4.111	N
Chr2:15009349-15009362	10	3.800	N
Chr2:15015913-15015929	8	2.559	N
Chr2:15027586-15028101	403	212.865	N
Chr2:15029575-15030191	2327	2069.168	N
Chr2:15034506-15034544	3	3.000	24
Chr2:15037855-15037870	0	0.000	N
Chr2:15039840-15039854	12	1.333	N
Chr2:15040567-15040574	3	3.000	N
Chr2:15049300-15049314	8	4.000	N
Chr2:15058002-15058021	94	23.274	N
Chr2:15067256-15067271	22	16.559	N
Chr2:15070074-15070089	0	0.000	N
Chr2:15073717-15073732	12	6.000	N
Chr2:15076064-15076078	14	13.143	N
Chr2:15078062-15078077	22	21.076	N
Chr2:15078719-15078739	203	72.187	N
Chr2:15081693-15081708	842	282.575	N
Chr2:15090800-15090815	0	0.000	N
Chr2:15091163-15091362	8	8.000	N
Chr2:15094335-15094367	2	2.000	23
Chr2:15094743-15094752	3	3.000	N
Chr2:15097754-15098024	172	134.814	24
Chr2:15110041-15110445	155	129.285	24
Chr2:15115825-15115839	1	0.250	N
Chr2:15116115-15116128	5	0.778	N
Chr2:15117339-15117355	16	14.530	N
Chr2:15122776-15122795	1	1.000	21
Chr2:15134214-15134775	106	58.258	24
Chr2:15140431-15141002	86	40.007	24
Chr2:15141213-15141390	64	50.413	24
Chr2:15142964-15143058	44	41.448	N
Chr2:15157016-15157032	7	2.727	N
Chr2:15167191-15167206	37	17.582	N
Chr2:15168862-15168916	50	4.720	N
Chr2:15169578-15169641	50	6.385	N
Chr2:15171215-15171223	2	2.000	N
Chr2:15174142-15174166	6	6.000	24
Chr2:15176406-15176421	150	60.630	N
Chr2:15190508-15190679	118	102.837	24
Chr2:15196032-15196047	3	0.917	N
Chr2:15208352-15208438	106	7.144	N
Chr2:15214016-15214028	0	0.000	N
Chr2:15214475-15214490	1	0.333	N
Chr2:15214958-15214972	4	1.273	N
Chr2:15216696-15216711	6	1.525	N
Chr2:15221725-15221739	9	3.450	N
Chr2:15229799-15229820	3	3.000	N
Chr2:15240402-15240419	3	0.517	N
Chr2:15251363-15251377	12	3.000	N
Chr2:15267106-15267120	2	0.500	N
Chr2:15269167-15269182	0	0.000	N
Chr2:15271284-15271299	10	2.783	N
Chr2:15273800-15274121	129	117.480	24
Chr2:15285322-15285337	16	14.200	N
Chr2:15286686-15286699	0	0.000	N
Chr2:15292338-15292352	2	0.311	N
Chr2:15296816-15296830	21	11.000	N
Chr2:15318664-15318678	13	4.333	N
Chr2:15320234-15320467	42	10.004	N
Chr2:15321713-15321735	0	0.000	N
Chr2:15321990-15321990	4	4.000	N
Chr2:15322787-15322975	7	7.000	N
Chr2:15323750-15323858	9	9.000	N
Chr2:15332930-15332955	10	10.000	23
Chr2:15339887-15339901	2	2.000	N
Chr2:15346160-15346235	391	318.548	N
Chr2:15352602-15352618	7	1.762	N
Chr2:15357105-15357119	2	0.500	N
Chr2:15371106-15371437	14	4.984	N
Chr2:15371784-15371839	28	2.968	24
Chr2:15381939-15382200	159	159.000	24
Chr2:15383458-15383473	46	38.999	N
Chr2:15391316-15391439	30	30.000	24
Chr2:15402080-15402411	189	175.411	24
Chr2:15409721-15409737	14	12.667	N
Chr2:15442400-15442415	0	0.000	N
Chr2:15446478-15446492	14	0.875	N
Chr2:15447356-15447370	2	0.667	N
Chr2:15448770-15449114	137	23.496	24
Chr2:15461765-15461782	5	1.500	N
Chr2:15470162-15470245	105	4.599	N
Chr2:15472875-15473026	4	4.000	N
Chr2:15476001-15476015	1	0.091	N
Chr2:15478568-15478726	344	343.140	24
Chr2:15480234-15480250	5	2.917	N
Chr2:15488029-15488047	1	0.250	N
Chr2:15506494-15506510	6	1.667	N
Chr2:15511826-15512014	4	4.000	23
Chr2:15520999-15521015	3	1.500	N
Chr2:15521778-15521798	61	60.335	N
Chr2:15540566-15540580	3	0.750	N
Chr2:15556300-15556316	15	5.667	N
Chr2:15563338-15563352	14	5.750	N
Chr2:15566817-15567378	192	70.310	24
Chr2:15567612-15567976	81	33.647	24
Chr2:15571848-15571863	12	3.638	N
Chr2:15577635-15577651	3	3.000	N
Chr2:15583536-15583550	17	17.000	N
Chr2:15591688-15591702	4	0.650	N
Chr2:15595136-15595416	79	55.166	24
Chr2:15595678-15595746	4	2.000	23
Chr2:15596000-15596161	34	17.000	24
Chr2:15596473-15597401	156	100.417	24
Chr2:15611858-15611990	37	37.000	21
Chr2:15614773-15614787	7	7.000	N
Chr2:15628671-15628687	16	5.035	N
Chr2:15632036-15632050	3	0.375	N
Chr2:15634786-15634807	1	1.000	21
Chr2:15635014-15635374	19	15.584	N
Chr2:15635784-15635995	9	8.040	N
Chr2:15637685-15637699	0	0.000	N
Chr2:15642675-15642689	5	2.833	N
Chr2:15643645-15643786	29	27.367	N
Chr2:15645905-15645919	1	0.143	N
Chr2:15648146-15648160	1	1.000	21
Chr2:15672236-15672262	14	7.333	N
Chr2:15681339-15681359	3	3.000	24
Chr2:15681712-15681735	1	1.000	24
Chr2:15682831-15682845	62	21.502	N
Chr2:15686962-15686977	2	0.667	N
Chr2:15693738-15693752	5	1.500	N
Chr2:15701745-15701757	8	6.166	N
Chr2:15707955-15707978	5	5.000	24
Chr2:15708403-15708518	35	35.000	24
Chr2:15716360-15716374	3	1.500	N
Chr2:15717732-15717747	7	6.250	N
Chr2:15722189-15722337	323	167.508	N
Chr2:15724235-15724253	4	2.250	N
Chr2:15733515-15733646	62	17.155	23
Chr2:15734306-15734323	9	1.597	N
Chr2:15746920-15746934	7	1.028	N
Chr2:15755290-15755304	13	6.955	N
Chr2:15757706-15757950	19	11.119	N
Chr2:15765868-15765882	5	1.834	N
Chr2:15768302-15768317	26	23.215	N
Chr2:15773147-15773163	1	0.125	N
Chr2:15777718-15777732	5	2.500	N
Chr2:15789129-15789143	12	1.458	N
Chr2:15791134-15791479	446	446.000	24
Chr2:15792778-15792793	9	3.800	N
Chr2:15793262-15793278	10	9.200	N
Chr2:15811789-15811802	4	0.944	N
Chr2:15815473-15815473	6	6.000	N
Chr2:15816091-15816115	14	14.000	N
Chr2:15818220-15818236	8	7.143	N
Chr2:15821345-15821769	645	325.661	24
Chr2:15841024-15841037	7	3.458	N
Chr2:15845193-15845312	48	47.074	24
Chr2:15845803-15845817	4	2.167	N
Chr2:15851059-15851288	167	165.079	24
Chr2:15867592-15867608	2	0.250	N
Chr2:15869859-15869873	14	6.000	N
Chr2:15874142-15874156	8	6.000	N
Chr2:15880152-15880465	20	14.834	24
Chr2:15880788-15880916	14	14.000	24
Chr2:15881297-15881298	0	0.000	N
Chr2:15884476-15884641	20	14.534	24
Chr2:15884872-15885053	7	5.643	23
Chr2:15889634-15889649	12	10.400	N
Chr2:15890071-15890552	357	339.293	N
Chr2:15906785-15906802	1	0.167	N
Chr2:15910045-15910063	22	5.144	N
Chr2:15915781-15915794	1	1.000	N
Chr2:15916816-15916888	14030	7905.905	N
Chr2:15919165-15919180	1	1.000	22
Chr2:15920704-15920718	0	0.000	N
Chr2:15921996-15922010	72	25.999	N
Chr2:15924019-15924033	149	77.078	N
Chr2:15955170-15955182	0	0.000	N
Chr2:15974262-15974279	0	0.000	N
Chr2:15975419-15975435	15	11.459	N
Chr2:15976773-15976788	75	11.760	N
Chr2:15982922-15982937	2	0.500	N
Chr2:15998129-15998143	13	11.534	N
Chr2:16003564-16003796	122	85.595	24
Chr2:16004043-16004535	201	102.188	24
Chr2:16004956-16004971	13	2.096	N
Chr2:16005321-16005385	22	10.833	24
Chr2:16006139-16006570	45	23.499	24
Chr2:16007375-16007391	0	0.000	N
Chr2:16007782-16008074	131	98.250	24
Chr2:16008325-16008804	203	102.007	24
Chr2:16009233-16009325	11	2.834	N
Chr2:16009596-16009680	45	23.000	24
Chr2:16010418-16010640	47	24.501	24
Chr2:16011648-16012300	41	39.581	21
Chr2:16020623-16020646	2	0.667	N
Chr2:16020937-16021302	49	31.732	24
Chr2:16021713-16021816	23	23.000	24
Chr2:16022075-16022146	28	27.166	24
Chr2:16029907-16030591	325	304.460	24
Chr2:16034957-16034970	5	2.400	N
Chr2:16035513-16035528	13	6.334	N
Chr2:16038924-16038938	45	22.334	N
Chr2:16042206-16042221	1	0.200	N
Chr2:16048422-16048440	25	24.500	N
Chr2:16052863-16052951	8	8.000	22
Chr2:16061950-16062064	590	417.071	21
Chr2:16064999-16065015	19	3.194	N
Chr2:16065395-16065410	9	1.445	N
Chr2:16082726-16082794	134	132.245	24
Chr2:16084361-16084375	4	3.333	N
Chr2:16093074-16093088	2	1.500	N
Chr2:16109654-16109669	22	18.537	N
Chr2:16116987-16117112	93	93.000	24
Chr2:16128482-16128484	2	1.000	N
Chr2:16130412-16130722	33	31.334	N
Chr2:16135705-16135720	6	1.536	N
Chr2:16141986-16141998	0	0.000	N
Chr2:16142968-16143612	45	41.499	24
Chr2:16145201-16145215	3	3.000	N
Chr2:16149585-16149603	39	17.644	N
Chr2:16150394-16151290	256	167.962	24
Chr2:16153779-16153794	33	8.960	N
Chr2:16154088-16154105	21	9.838	N
Chr2:16162425-16162440	5	2.500	N
Chr2:16172583-16172610	3	3.000	N
Chr2:16180819-16180834	8	0.780	N
Chr2:16184304-16184318	0	0.000	N
Chr2:16186962-16186977	4	0.650	N
Chr2:16191944-16191959	1	0.500	N
Chr2:16198401-16198411	10	3.500	N
Chr2:16199228-16199243	0	0.000	N
Chr2:16200084-16200101	20	6.434	N
Chr2:16205522-16205536	8	1.028	N
Chr2:16218497-16218512	63	20.985	N
Chr2:16225669-16225683	1	0.167	N
Chr2:16228997-16229007	1	0.167	N
Chr2:16244020-16244034	1	0.143	N
Chr2:16246013-16246027	7	0.836	N
Chr2:16260075-16260090	641	320.372	N
Chr2:16272592-16273229	198	197.129	24
Chr2:16276419-16276434	23	23.000	N
Chr2:16278454-16278475	2	0.222	24
Chr2:16279608-16280040	82	69.462	N
Chr2:16280751-16280804	22	16.067	24
Chr2:16281165-16281183	2	1.500	24
Chr2:16290008-16290111	96	90.000	N
Chr2:16291601-16291766	15	15.000	N
Chr2:16292543-16292560	2	2.000	N
Chr2:16292938-16292952	16	8.166	N
Chr2:16302775-16302802	2	0.458	20
Chr2:16312903-16312917	98	21.903	N
Chr2:16313809-16313823	1	0.333	N
Chr2:16320909-16320924	28	13.166	N
Chr2:16324786-16324800	13	2.600	N
Chr2:16329867-16329918	5	5.000	24
Chr2:16333460-16333687	3	3.000	N
Chr2:16333916-16333975	39	39.000	24
Chr2:16335066-16335081	16	16.000	N
Chr2:16340254-16340385	350	158.585	21
Chr2:16343623-16343638	24	10.284	N
Chr2:16347359-16347754	72	43.754	24
Chr2:16347973-16348046	16	6.654	24
Chr2:16348255-16348311	9	8.500	24
Chr2:16362281-16362295	1	0.250	N
Chr2:16364011-16364103	161	161.000	24
Chr2:16365276-16365317	2	2.000	24
Chr2:16379522-16379784	72	25.877	24
Chr2:16380011-16380194	10	2.717	24
Chr2:16380738-16380910	30	15.129	24
Chr2:16382071-16382216	110	60.775	N
Chr2:16383079-16383095	0	0.000	N
Chr2:16384069-16384083	24	24.000	N
Chr2:16400681-16400695	1	0.333	N
Chr2:16415708-16415722	7	7.000	N
Chr2:16419021-16419124	14	13.250	24
Chr2:16423003-16423174	347	346.514	24
Chr2:16423508-16423522	28	18.500	N
Chr2:16425921-16425937	11	3.752	N
Chr2:16429666-16429680	8	8.000	N
Chr2:16430693-16430710	29	20.810	N
Chr2:16444677-16444692	44	22.198	N
Chr2:16451210-16451225	2	0.118	N
Chr2:16467155-16467345	204	186.660	24
Chr2:16504437-16504451	3	1.667	N
Chr2:16507914-16507928	0	0.000	N
Chr2:16512282-16512296	5	1.308	N
Chr2:16518562-16518843	114	53.227	N
Chr2:16532755-16532771	57	30.375	N
Chr2:16534211-16534225	9	7.200	N
Chr2:16537490-16538258	34429	34249.969	21
Chr2:16539472-16540001	20210	19858.346	21
Chr2:16541716-16541730	5	0.238	N
Chr2:16552704-16552718	6	6.000	N
Chr2:16555993-16556252	105	96.002	24
Chr2:16560489-16560813	49	37.862	24
Chr2:16563269-16563286	61	41.834	N
Chr2:16570848-16572812	204	198.166	N
Chr2:16573307-16573385	3	3.000	N
Chr2:16575077-16575303	43	35.690	24
Chr2:16578549-16578564	6	2.000	N
Chr2:16581583-16581598	6	6.000	N
Chr2:16588029-16588099	70	70.000	24
Chr2:16593327-16593342	20	15.000	N
Chr2:16596022-16596501	154	38.962	24
Chr2:16602342-16602357	15	7.717	N
Chr2:16603147-16603161	10	4.833	N
Chr2:16603510-16603793	169	107.957	24
Chr2:16611588-16611603	0	0.000	N
Chr2:16618265-16618280	25	20.435	N
Chr2:16625762-16625882	99	70.072	24
Chr2:16626657-16626800	64	32.134	24
Chr2:16631451-16631466	16	7.416	N
Chr2:16638466-16638484	9	9.000	20
Chr2:16639798-16639851	122	4.941	N
Chr2:16650300-16650315	9	4.844	N
Chr2:16652075-16652272	298	288.255	21
Chr2:16659187-16659201	5	1.666	N
Chr2:16663878-16663894	26	8.926	N
Chr2:16664991-16665054	32	30.515	24
Chr2:16666320-16666385	21	17.470	N
Chr2:16677555-16677572	33	21.932	N
Chr2:16680196-16680210	3	0.226	N
Chr2:16683912-16683928	3	1.250	N
Chr2:16691765-16691780	6	5.500	N
Chr2:16701476-16701491	4	1.333	N
Chr2:16709741-16709758	17	16.500	N
Chr2:16711820-16711834	2	0.377	N
Chr2:16714026-16714094	6	6.000	23
Chr2:16717489-16717504	4	1.250	N
Chr2:16718555-16718570	65	27.515	N
Chr2:16720068-16720083	134	67.080	N
Chr2:16738613-16738629	31	22.143	N
Chr2:16740153-16740167	114	38.669	N
Chr2:16741845-16741859	2	1.000	N
Chr2:16742362-16742449	224	224.000	24
Chr2:16746882-16746896	2	0.222	N
Chr2:16749025-16749038	1	0.250	N
Chr2:16751641-16751657	54	36.499	N
Chr2:16764421-16764435	5	2.733	N
Chr2:16781191-16781205	5	0.367	N
Chr2:16794312-16794395	1	0.250	N
Chr2:16798597-16798890	182	173.282	24
Chr2:16811344-16811359	15	11.599	N
Chr2:16817210-16817224	4	0.667	N
Chr2:16821774-16821790	1	0.500	N
Chr2:16827934-16827950	14	12.834	N
Chr2:16829039-16829055	40	22.584	N
Chr2:16834164-16834432	49	47.667	24
Chr2:16835056-16835277	8	7.500	24
Chr2:16835352-16835504	1	1.000	23
Chr2:16849516-16849557	70	24.563	N
Chr2:16851909-16851923	31	3.816	N
Chr2:16855994-16856011	7	3.664	N
Chr2:16857509-16857523	0	0.000	N
Chr2:16863616-16863630	9	1.500	N
Chr2:16866197-16866220	9	9.000	24
Chr2:16876072-16876250	72	15.358	24
Chr2:16876453-16876469	2	0.310	23
Chr2:16876791-16877128	16	7.626	24
Chr2:16890209-16890678	65	36.667	24
Chr2:16895760-16895774	2	0.667	N
Chr2:16899502-16899516	6	0.955	N
Chr2:16909983-16910002	9	9.000	22
Chr2:16917328-16917489	4	3.500	23
Chr2:16920879-16921146	52	42.916	24
Chr2:16921462-16922042	129	126.085	24
Chr2:16926746-16926764	549	529.126	N
Chr2:16930779-16930793	2	1.000	N
Chr2:16934492-16934508	38	17.499	N
Chr2:16952651-16952791	150	148.995	23
Chr2:16953336-16953432	11	8.500	23
Chr2:16957421-16957444	0	0.000	N
Chr2:16957819-16957853	1	1.000	24
Chr2:16964162-16964353	17	16.500	N
Chr2:16967104-16967118	1	0.200	N
Chr2:16972620-16972803	16	14.000	24
Chr2:16973207-16973368	22	12.082	24
Chr2:16973644-16973769	82	38.335	24
Chr2:16981701-16981717	2	2.000	N
Chr2:16987927-16987942	10	4.450	N
Chr2:16991495-16991509	13	13.000	N
Chr2:16992060-16992208	97	38.431	N
Chr2:16999290-16999304	9	6.750	N
Chr2:17009213-17009287	43	42.334	24
Chr2:17010171-17010185	31	6.501	N
Chr2:17020358-17020373	113	106.604	N
Chr2:17022165-17022179	3	0.750	N
Chr2:17029701-17029899	372	337.850	22
Chr2:17035396-17035410	4	0.750	N
Chr2:17044320-17044334	55	18.331	N
Chr2:17045258-17045272	9	1.944	N
Chr2:17050049-17050177	65	33.501	N
Chr2:17056566-17056580	0	0.000	N
Chr2:17057499-17057528	2	2.000	N
Chr2:17068337-17068572	131	127.646	24
Chr2:17070534-17070548	16	2.626	N
Chr2:17073179-17073193	16	2.584	N
Chr2:17090204-17090217	0	0.000	N
Chr2:17092574-17093058	34	22.698	24
Chr2:17093385-17093462	9	4.500	N
Chr2:17093906-17093940	4	2.000	24
Chr2:17095224-17095517	17	3.133	24
Chr2:17100011-17100026	5	1.268	N
Chr2:17106730-17106744	14	2.334	N
Chr2:17111696-17111711	2	0.500	N
Chr2:17122098-17122113	2	1.000	N
Chr2:17125306-17125321	3	1.250	N
Chr2:17125872-17125886	18	4.500	N
Chr2:17127578-17127593	15	5.523	N
Chr2:17136088-17136198	12	12.000	N
Chr2:17136681-17136704	5	5.000	N
Chr2:17138131-17138160	10	8.000	N
Chr2:17138374-17138522	15	10.999	N
Chr2:17138732-17138911	12	12.000	N
Chr2:17139133-17139194	17	16.334	N
Chr2:17141181-17141195	16	5.197	N
Chr2:17147157-17147641	50	16.760	24
Chr2:17158668-17158682	7	2.500	N
Chr2:17164119-17164135	4	1.750	N
Chr2:17164998-17165017	9	2.583	N
Chr2:17176010-17176025	1	1.000	N
Chr2:17190206-17190298	35	35.000	24
Chr2:17193491-17193496	2	2.000	N
Chr2:17205896-17205920	1	1.000	24
Chr2:17206146-17206169	2	2.000	23
Chr2:17212561-17212575	7	1.667	N
Chr2:17214873-17214887	6	2.400	N
Chr2:17215853-17215880	14	5.916	N
Chr2:17220285-17220315	8	7.500	N
Chr2:17224510-17224818	8648	8500.984	N
Chr2:17227130-17227144	26	24.666	N
Chr2:17234660-17234674	13	4.333	N
Chr2:17238247-17238264	15	7.833	N
Chr2:17246970-17246987	24	18.000	N
Chr2:17253184-17253452	4	1.567	23
Chr2:17253738-17253970	19	3.190	24
Chr2:17254232-17254710	44	6.230	24
Chr2:17255821-17256017	168	55.742	24
Chr2:17256656-17256875	85	56.593	24
Chr2:17261217-17261231	1	1.000	N
Chr2:17262312-17262339	8	8.000	N
Chr2:17265855-17265866	4	2.444	N
Chr2:17269723-17270726	47	46.079	N
Chr2:17274434-17274448	26	2.889	N
Chr2:17274680-17274697	6	6.000	24
Chr2:17274991-17275141	22	18.500	24
Chr2:17277609-17277841	38	37.198	24
Chr2:17284682-17284699	44	35.583	N
Chr2:17287098-17287126	1	0.333	22
Chr2:17287894-17287908	4	0.833	N
Chr2:17289279-17289547	58	32.010	24
Chr2:17293677-17293692	12	7.200	N
Chr2:17299416-17299632	41	34.969	23
Chr2:17300066-17300139	73	25.718	24
Chr2:17300346-17300401	58	18.322	24
Chr2:17306249-17306265	11	3.666	N
Chr2:17307616-17307824	319	308.345	24
Chr2:17315524-17315542	13	6.466	N
Chr2:17321713-17321727	1	0.143	N
Chr2:17325412-17325435	2	2.000	N
Chr2:17334126-17334141	8	6.000	N
Chr2:17335445-17335461	51	43.498	N
Chr2:17337483-17338602	145	136.648	24
Chr2:17338843-17342326	544	534.915	24
Chr2:17342719-17342743	7	7.000	24
Chr2:17343213-17343232	2	2.000	N
Chr2:17343495-17343610	11	10.250	24
Chr2:17344126-17344338	22	21.501	24
Chr2:17344633-17344954	93	89.419	24
Chr2:17362084-17362099	11	5.584	N
Chr2:17362754-17362906	196	161.641	24
Chr2:17363107-17363107	2	1.000	24
Chr2:17363514-17363796	159	108.168	24
Chr2:17381819-17381932	25	15.010	N
Chr2:17382230-17382245	11	6.250	N
Chr2:17383766-17383780	1	0.083	N
Chr2:17394522-17394536	2	0.667	N
Chr2:17401038-17401055	4	2.375	N
Chr2:17405046-17405064	26	25.501	N
Chr2:17405689-17405704	4	2.667	N
Chr2:17406813-17406827	1	0.250	N
Chr2:17417965-17419337	350	243.880	24
Chr2:17425125-17425140	92	45.117	N
Chr2:17431563-17431579	159	124.004	N
Chr2:17439967-17439981	1	0.200	N
Chr2:17460106-17460132	6	5.500	N
Chr2:17460844-17460850	1	1.000	23
Chr2:17461292-17461332	4	4.000	N
Chr2:17467501-17467515	57	11.668	N
Chr2:17481415-17481429	2	2.000	N
Chr2:17486604-17486620	5	5.000	N
Chr2:17487183-17487249	13	10.000	24
Chr2:17487542-17487699	2	1.500	24
Chr2:17487921-17488937	164	148.666	24
Chr2:17490114-17490131	73	38.559	N
Chr2:17495809-17495824	5	2.000	N
Chr2:17499825-17500024	13	12.500	N
Chr2:17500304-17500451	239	235.511	24
Chr2:17509961-17509974	0	0.000	N
Chr2:17518153-17518170	28	8.134	N
