#Locus	Reads	Rep-total	DicerCall
Chr3:3191333-3191347	4	0.360	N
Chr3:3193442-3193456	1	0.067	N
Chr3:3195639-3195654	9	2.467	N
Chr3:3197487-3197504	0	0.000	N
Chr3:3200554-3200576	3	3.000	23
Chr3:3204720-3205403	40	29.260	24
Chr3:3208361-3208375	27	4.739	N
Chr3:3214482-3214496	5	2.333	N
Chr3:3214743-3214758	104	8.622	N
Chr3:3215514-3215528	1	0.250	N
Chr3:3223192-3223207	7	1.158	N
Chr3:3229990-3230005	0	0.000	N
Chr3:3233277-3233291	1	0.111	N
Chr3:3233947-3233963	73	30.419	N
Chr3:3238362-3238456	74	5.705	N
Chr3:3242143-3242156	2	0.333	N
Chr3:3245836-3245850	5	1.291	N
Chr3:3263600-3263625	0	0.000	N
Chr3:3273477-3273492	5	3.000	N
Chr3:3280634-3280740	22	22.000	24
Chr3:3281831-3281847	8	4.555	N
Chr3:3293852-3293865	4	2.000	N
Chr3:3294682-3294696	10	3.283	N
Chr3:3295727-3295742	1	1.000	N
Chr3:3300254-3300358	9	2.000	N
Chr3:3303705-3303724	0	0.000	N
Chr3:3305339-3305354	10	4.500	N
Chr3:3306958-3306972	8	0.348	N
Chr3:3313186-3313209	1	1.000	24
Chr3:3313870-3313882	6	4.298	N
Chr3:3318224-3318239	1	1.000	N
Chr3:3324015-3324032	1	0.167	N
Chr3:3329332-3329348	74	31.487	N
Chr3:3337344-3337358	6	3.500	N
Chr3:3338725-3338741	0	0.000	N
Chr3:3346043-3346057	0	0.000	N
Chr3:3354252-3354266	37	10.760	N
Chr3:3359715-3359729	1	0.167	N
Chr3:3365908-3365912	0	0.000	N
Chr3:3366331-3366430	11734	11588.498	20
Chr3:3367903-3368025	5	5.000	23
Chr3:3369992-3370006	1	0.125	N
Chr3:3370403-3370416	1	0.500	N
Chr3:3372988-3373002	3	0.917	N
Chr3:3376236-3376250	4	4.000	N
Chr3:3379920-3379934	15	3.017	N
Chr3:3381389-3381404	9	0.852	N
Chr3:3383396-3383412	2	1.143	N
Chr3:3386211-3386224	3	1.091	N
Chr3:3394608-3394622	0	0.000	N
Chr3:3407185-3407199	1	0.053	N
Chr3:3407960-3407974	3	0.700	N
Chr3:3408544-3408549	1	1.000	24
Chr3:3408998-3409115	1	1.000	24
Chr3:3410227-3410329	16	16.000	23
Chr3:3410677-3410743	0	0.000	N
Chr3:3412097-3412100	0	0.000	N
Chr3:3423522-3424077	24	12.276	24
Chr3:3424345-3424643	3	3.000	24
Chr3:3425335-3425349	0	0.000	N
Chr3:3426984-3426999	0	0.000	N
Chr3:3442644-3442672	25	6.250	N
Chr3:3443123-3443154	1	1.000	21
Chr3:3444558-3444599	24	4.934	N
Chr3:3451350-3451366	0	0.000	N
Chr3:3452803-3452819	4	0.565	N
Chr3:3463167-3463181	0	0.000	N
Chr3:3463864-3463880	0	0.000	N
Chr3:3473296-3473311	0	0.000	N
Chr3:3475042-3475059	1	1.000	N
Chr3:3479994-3480008	33	6.871	N
Chr3:3481750-3481764	22	6.800	N
Chr3:3483089-3483110	4	3.500	N
Chr3:3483445-3483470	5	2.445	N
Chr3:3490117-3490132	135	12.704	N
Chr3:3496676-3496693	15	7.584	N
Chr3:3497393-3497697	24	16.834	24
Chr3:3497923-3498081	7	6.500	24
Chr3:3498399-3498416	0	0.000	N
Chr3:3501105-3501121	17	6.734	N
Chr3:3504591-3504605	25	13.167	N
Chr3:3527172-3527233	5	2.429	N
Chr3:3534284-3534299	2	1.000	N
Chr3:3535146-3535202	189	30.335	N
Chr3:3538057-3538284	42	37.733	24
Chr3:3538878-3539105	36	30.283	24
Chr3:3542497-3542542	2	2.000	22
Chr3:3561630-3561644	0	0.000	N
Chr3:3566322-3566337	0	0.000	N
Chr3:3567613-3567627	4	0.250	N
Chr3:3570680-3570694	1	0.062	N
Chr3:3572491-3572514	26	3.193	N
Chr3:3575844-3575919	112	83.216	N
Chr3:3578537-3578551	1	0.091	N
Chr3:3579158-3579311	6	6.000	N
Chr3:3587200-3587386	17	17.000	24
Chr3:3589501-3589515	3	1.667	N
Chr3:3592466-3592481	2	0.343	N
Chr3:3599753-3599928	58	21.831	21
Chr3:3604151-3604172	3	0.750	20
Chr3:3605680-3605697	35	14.021	N
Chr3:3612850-3612864	0	0.000	N
Chr3:3613471-3613485	236	79.178	N
Chr3:3619457-3619471	4	1.428	N
Chr3:3622690-3622763	92	26.542	N
Chr3:3623720-3623722	4	4.000	N
Chr3:3624177-3624192	3	1.375	N
Chr3:3624524-3624538	5	4.500	N
Chr3:3626667-3626683	2	1.000	N
Chr3:3628021-3628220	244	235.997	N
Chr3:3630998-3631031	1	1.000	24
Chr3:3636420-3636434	2	2.000	N
Chr3:3639558-3639574	93	10.472	N
Chr3:3640127-3640143	35	24.059	N
Chr3:3649921-3649936	2	1.000	N
Chr3:3653726-3653739	0	0.000	N
Chr3:3664346-3664561	2	2.000	23
Chr3:3672333-3672343	1	1.000	21
Chr3:3672825-3673713	35	30.842	N
Chr3:3673937-3673942	1	1.000	N
Chr3:3675250-3675462	21	19.625	N
Chr3:3678302-3678319	20	8.670	N
Chr3:3680801-3680816	6	1.400	N
Chr3:3685780-3685805	0	0.000	N
Chr3:3686130-3686173	2	2.000	24
Chr3:3687500-3687523	1	0.167	N
Chr3:3703954-3703968	0	0.000	N
Chr3:3708283-3708298	0	0.000	N
Chr3:3716788-3717216	7	5.833	24
Chr3:3719872-3719886	3	0.549	N
Chr3:3725454-3725469	16	11.650	N
Chr3:3728282-3728297	0	0.000	N
Chr3:3743652-3743679	1	1.000	24
Chr3:3753146-3753162	2	0.200	N
Chr3:3755300-3755348	2	2.000	23
Chr3:3770661-3770675	56	18.665	N
Chr3:3778422-3778446	3	2.000	N
Chr3:3778782-3778806	3	3.000	N
Chr3:3800359-3800373	0	0.000	N
Chr3:3802608-3802622	0	0.000	N
Chr3:3805263-3805277	0	0.000	N
Chr3:3807026-3807444	72	72.000	24
Chr3:3808901-3809078	4	2.500	N
Chr3:3809523-3809542	0	0.000	N
Chr3:3810910-3811006	2	1.000	23
Chr3:3811488-3811512	0	0.000	N
Chr3:3811851-3812027	1	0.500	24
Chr3:3812239-3812262	0	0.000	N
Chr3:3812923-3813218	8	8.000	24
Chr3:3817781-3817898	10	7.694	N
Chr3:3818222-3818244	1	1.000	24
Chr3:3819995-3820010	0	0.000	N
Chr3:3832473-3832529	1	1.000	22
Chr3:3833914-3833930	38	15.553	N
Chr3:3837209-3837344	6	6.000	24
Chr3:3837584-3837987	17	6.695	24
Chr3:3838734-3838972	12	7.600	24
Chr3:3842797-3842811	2	1.000	N
Chr3:3853922-3853934	4	0.733	N
Chr3:3860639-3860650	2	2.000	N
Chr3:3860874-3860884	1	1.000	22
Chr3:3863967-3863982	0	0.000	N
Chr3:3871772-3871787	5	1.666	N
Chr3:3873855-3873915	11	4.759	24
Chr3:3874378-3874597	12	10.555	24
Chr3:3877537-3877551	1	0.125	N
Chr3:3884649-3884664	1	1.000	N
Chr3:3891250-3891265	4	0.632	N
Chr3:3913611-3913626	1	0.500	N
Chr3:3918977-3918995	0	0.000	N
Chr3:3920177-3920263	13	2.500	N
Chr3:3923065-3923079	0	0.000	N
Chr3:3930734-3930748	17	3.167	N
Chr3:3933557-3933571	1	0.167	N
Chr3:3935211-3935227	0	0.000	N
Chr3:3937732-3937746	13	4.333	N
Chr3:3942006-3942106	53	6.895	N
Chr3:3942696-3942703	1	1.000	20
Chr3:3946742-3946756	4	1.543	N
Chr3:3950261-3950275	1	0.125	N
Chr3:3963869-3963883	0	0.000	N
Chr3:3965162-3965562	15	7.691	24
Chr3:3965853-3965924	2	0.571	22
Chr3:3966140-3966149	2	1.010	24
Chr3:3968795-3968811	0	0.000	N
Chr3:3975879-3975893	6	2.000	N
Chr3:3979393-3979407	3	2.200	N
Chr3:3982796-3982811	14	13.334	N
Chr3:3987258-3987272	3	0.396	N
Chr3:3987671-3988012	9	5.307	24
Chr3:3988345-3988398	11	2.210	24
Chr3:3989454-3989470	6	6.000	N
Chr3:3995106-3995169	18	13.466	N
Chr3:4003237-4003251	0	0.000	N
Chr3:4003997-4004013	0	0.000	N
Chr3:4012698-4012722	1	1.000	22
Chr3:4017215-4017231	0	0.000	N
Chr3:4025933-4025949	7	1.762	N
Chr3:4034801-4034817	33	11.573	N
Chr3:4040683-4040697	0	0.000	N
Chr3:4054358-4054382	0	0.000	N
Chr3:4060227-4060242	0	0.000	N
Chr3:4061094-4061563	19	16.667	N
Chr3:4061826-4062029	14	13.000	N
Chr3:4062284-4062468	10	9.500	N
Chr3:4062795-4063098	32	15.286	N
Chr3:4069416-4069431	0	0.000	N
Chr3:4087077-4087410	6	4.200	24
Chr3:4089447-4089461	1	1.000	N
Chr3:4093671-4093684	4	1.333	N
Chr3:4099281-4099296	7	5.167	N
Chr3:4103726-4103744	0	0.000	N
Chr3:4117358-4117380	1	1.000	23
Chr3:4118521-4118605	10	6.000	24
Chr3:4129377-4129392	2	2.000	N
Chr3:4133743-4133758	38	23.309	N
Chr3:4135272-4135286	0	0.000	N
Chr3:4137162-4137178	6	6.000	N
Chr3:4146059-4146073	1	0.500	N
Chr3:4158885-4159052	53	12.752	N
Chr3:4160158-4160171	1	0.071	N
Chr3:4165287-4165388	5	5.000	24
Chr3:4168527-4168540	11	3.766	N
Chr3:4179991-4180005	1	1.000	N
Chr3:4189306-4189320	0	0.000	N
Chr3:4190185-4190200	10	4.000	N
Chr3:4216533-4216680	2	0.133	23
Chr3:4217028-4217097	12	5.024	24
Chr3:4218128-4218144	64	20.544	N
Chr3:4218603-4218621	5	0.950	N
Chr3:4220378-4220384	0	0.000	N
Chr3:4227977-4227989	3	0.738	N
Chr3:4239730-4239744	2	0.667	N
Chr3:4244918-4244932	0	0.000	N
Chr3:4254528-4254608	71	4.409	N
Chr3:4260257-4260267	4	1.333	N
Chr3:4261833-4261848	16	8.970	N
Chr3:4263086-4263247	38	19.327	24
Chr3:4271575-4271589	0	0.000	N
Chr3:4274948-4275020	7	3.500	24
Chr3:4277425-4277439	1	0.333	N
Chr3:4280117-4280140	3	2.250	N
Chr3:4288991-4289059	0	0.000	N
Chr3:4293576-4293590	2	0.309	N
Chr3:4295139-4295144	0	0.000	N
Chr3:4303045-4303058	9	5.183	N
Chr3:4304988-4305005	4	1.917	N
Chr3:4307470-4307484	3	0.695	N
Chr3:4310878-4310892	4	1.067	N
Chr3:4312513-4312528	5	1.666	N
Chr3:4315696-4315711	0	0.000	N
Chr3:4330772-4330825	87	3.471	N
Chr3:4333510-4333625	0	0.000	N
Chr3:4334907-4334921	11	0.972	N
Chr3:4341675-4342209	13	6.792	24
Chr3:4354261-4354274	8	7.334	N
Chr3:4358413-4358415	0	0.000	N
Chr3:4358967-4359245	25	23.832	21
Chr3:4362775-4362801	4	4.000	N
Chr3:4364154-4364156	1	0.500	N
Chr3:4381500-4381515	0	0.000	N
Chr3:4387911-4387938	6	6.000	N
Chr3:4390554-4390571	0	0.000	N
Chr3:4404982-4404998	0	0.000	N
Chr3:4407467-4407483	6	0.900	N
Chr3:4410732-4410755	1	1.000	23
Chr3:4411167-4411466	114	102.999	N
Chr3:4417796-4417810	18	3.222	N
Chr3:4419266-4419282	1	0.500	N
Chr3:4429610-4429624	0	0.000	N
Chr3:4432454-4432641	3	3.000	24
Chr3:4435480-4435494	0	0.000	N
Chr3:4449182-4449197	2	0.200	N
Chr3:4453097-4453306	8	7.500	24
Chr3:4454330-4454352	1	0.500	21
Chr3:4454673-4454859	10	3.603	N
Chr3:4455293-4456173	74	70.700	24
Chr3:4459961-4459976	15	11.667	N
Chr3:4465238-4465252	3	3.000	N
Chr3:4466400-4466414	39	1.966	N
Chr3:4467571-4467686	8	4.378	24
Chr3:4468240-4468478	7	5.350	24
Chr3:4482032-4482042	13	7.834	N
Chr3:4482932-4482946	54	26.249	N
Chr3:4489735-4489752	1	0.200	N
Chr3:4492694-4492713	0	0.000	N
Chr3:4494172-4494395	80	76.568	24
Chr3:4494779-4494927	1	0.333	24
Chr3:4496753-4496984	54	54.000	21
Chr3:4497612-4497763	62	32.500	24
Chr3:4511281-4512463	20	19.500	N
Chr3:4512863-4512884	1	1.000	23
Chr3:4513190-4514397	22	21.250	N
Chr3:4514605-4516117	30	27.582	N
Chr3:4528201-4528215	5	0.274	N
Chr3:4533887-4533904	0	0.000	N
Chr3:4547030-4547044	2	0.750	N
Chr3:4551509-4551629	14	7.067	24
Chr3:4551840-4552324	9	2.858	24
Chr3:4552577-4552583	0	0.000	N
Chr3:4554153-4554172	2	1.000	N
Chr3:4557688-4557704	3	0.802	N
Chr3:4561108-4561207	52	7.774	N
Chr3:4563430-4563446	0	0.000	N
Chr3:4566284-4566443	92	30.268	N
Chr3:4571956-4571974	25	5.460	N
Chr3:4572319-4572334	0	0.000	N
Chr3:4574885-4574898	5	4.200	N
Chr3:4575903-4575918	0	0.000	N
Chr3:4579146-4579726	10	6.214	24
Chr3:4580920-4580935	0	0.000	N
Chr3:4583775-4583791	3	0.733	N
Chr3:4584803-4585314	10	5.533	23
Chr3:4591322-4591337	21	7.249	N
Chr3:4592599-4592601	1	1.000	24
Chr3:4593053-4593069	1	1.000	20
Chr3:4593453-4593475	0	0.000	N
Chr3:4594224-4594370	9	9.000	N
Chr3:4594917-4594931	3	1.095	N
Chr3:4600965-4600978	0	0.000	N
Chr3:4601424-4601438	0	0.000	N
Chr3:4612645-4612663	1	1.000	N
Chr3:4613717-4613732	47	14.974	N
Chr3:4626451-4626465	10	5.293	N
Chr3:4628817-4628833	29	11.000	N
Chr3:4635224-4635467	122	105.164	24
Chr3:4637297-4637311	13	3.944	N
Chr3:4641651-4641666	4	0.444	N
Chr3:4646936-4647031	1	0.333	N
Chr3:4650320-4650335	58	7.047	N
Chr3:4652360-4652383	0	0.000	N
Chr3:4652985-4652999	11	3.287	N
Chr3:4655047-4655068	52	20.639	N
Chr3:4655288-4655302	0	0.000	N
Chr3:4659226-4659228	1	1.000	N
Chr3:4661699-4661714	5	1.666	N
Chr3:4676212-4676227	2	1.250	N
Chr3:4678551-4678565	2	0.400	N
Chr3:4681096-4681110	0	0.000	N
Chr3:4699465-4699481	2	1.500	N
Chr3:4702031-4702049	6	2.905	N
Chr3:4702252-4702266	12	4.250	N
Chr3:4702820-4702836	5	2.584	N
Chr3:4721975-4721997	3	3.000	22
Chr3:4727010-4727192	20	5.750	24
Chr3:4727820-4727968	12	8.250	24
Chr3:4728652-4728798	21	6.084	24
Chr3:4729452-4729635	13	3.750	24
Chr3:4729890-4730029	10	8.333	N
Chr3:4730308-4730343	3	3.000	N
Chr3:4730618-4731704	66	63.591	N
Chr3:4737397-4737413	2	0.583	N
Chr3:4744154-4744168	0	0.000	N
Chr3:4745144-4745158	2	0.250	N
Chr3:4745565-4745820	31	27.832	24
Chr3:4746397-4746412	3	0.472	N
Chr3:4746950-4746966	0	0.000	N
Chr3:4752110-4752260	9	6.867	24
Chr3:4752909-4753101	34	28.951	24
Chr3:4754581-4754599	7	4.028	N
Chr3:4756651-4756651	3	0.300	N
Chr3:4757229-4757243	5	1.134	N
Chr3:4761652-4761670	1	1.000	N
Chr3:4762152-4762165	7	1.359	N
Chr3:4767905-4767919	5	1.211	N
Chr3:4772348-4772826	17	16.000	N
Chr3:4773595-4774016	6	4.216	N
Chr3:4774491-4774757	5	5.000	N
Chr3:4785063-4785077	0	0.000	N
Chr3:4792137-4792202	4	1.682	N
Chr3:4795950-4796459	23	16.309	24
Chr3:4796740-4797009	10	8.500	24
Chr3:4803465-4803479	6	3.446	N
Chr3:4805684-4805850	160	148.080	21
Chr3:4815117-4815131	4	2.000	N
Chr3:4819725-4819744	1	0.038	N
Chr3:4820424-4820452	3	1.500	N
Chr3:4820880-4820902	6	6.000	N
Chr3:4822273-4822305	10	2.244	N
Chr3:4822860-4822887	4	3.038	N
Chr3:4823569-4823599	5	2.500	N
Chr3:4823800-4823818	2	2.000	20
Chr3:4828947-4828958	0	0.000	N
Chr3:4830821-4830836	5	3.367	N
Chr3:4839634-4839657	1	1.000	21
Chr3:4843321-4843338	1	0.200	N
Chr3:4846726-4846742	0	0.000	N
Chr3:4852403-4852419	0	0.000	N
Chr3:4853681-4853694	1	0.333	N
Chr3:4858752-4858766	2	0.375	N
Chr3:4866597-4866687	5	5.000	24
Chr3:4869882-4869901	0	0.000	N
Chr3:4873303-4873319	0	0.000	N
Chr3:4877713-4877728	7	0.917	N
Chr3:4883420-4883435	5	0.555	N
Chr3:4906589-4906604	10	3.561	N
Chr3:4909848-4909864	11	9.750	N
Chr3:4917524-4917546	4	4.000	23
Chr3:4927570-4927780	14	14.000	23
Chr3:4928059-4928609	10	5.650	N
Chr3:4928826-4929307	37	32.841	24
Chr3:4929619-4930975	56	54.169	24
Chr3:4931620-4932279	7	5.833	23
Chr3:4938231-4938247	1	1.000	23
Chr3:4939936-4939951	5	4.250	N
Chr3:4940855-4940870	10	1.936	N
Chr3:4941605-4941623	33	18.949	N
Chr3:4948990-4949002	0	0.000	N
Chr3:4951601-4951692	52	6.750	N
Chr3:4963267-4963281	4	1.105	N
Chr3:4966702-4966717	1	0.038	N
Chr3:4973814-4973857	14	9.334	N
Chr3:4977287-4977327	4	2.333	23
Chr3:4977784-4978031	14	11.519	24
Chr3:4980759-4980778	1	1.000	23
Chr3:4992703-4992718	1	0.250	N
Chr3:4993849-4993867	5	1.113	N
Chr3:4998129-4998215	325	243.100	N
Chr3:5004871-5004886	1	0.091	N
Chr3:5015521-5015531	14	3.053	N
Chr3:5030226-5030240	5	1.200	N
Chr3:5036866-5036870	0	0.000	N
Chr3:5037609-5037624	47	15.665	N
Chr3:5039543-5039557	0	0.000	N
Chr3:5042282-5042296	8	0.942	N
Chr3:5043777-5043792	1	1.000	N
Chr3:5048396-5048410	0	0.000	N
Chr3:5052131-5052148	0	0.000	N
Chr3:5056977-5056990	6	2.333	N
Chr3:5062273-5062288	0	0.000	N
Chr3:5062801-5062815	1	1.000	N
Chr3:5066316-5066335	14	8.959	N
Chr3:5068271-5068367	95	24.453	N
Chr3:5075120-5075134	0	0.000	N
Chr3:5093852-5093866	0	0.000	N
Chr3:5094554-5094569	2	0.611	N
Chr3:5102114-5102128	5	1.950	N
Chr3:5105159-5105173	5	1.333	N
Chr3:5107801-5107815	13	7.534	N
Chr3:5117198-5117218	0	0.000	N
Chr3:5128186-5128200	1	0.077	N
Chr3:5137421-5138042	9	5.008	23
Chr3:5142250-5142264	14	2.800	N
Chr3:5152018-5152235	5	5.000	24
Chr3:5154380-5154394	0	0.000	N
Chr3:5156431-5156654	1	1.000	24
Chr3:5164783-5165143	10	7.250	23
Chr3:5176874-5176888	18	3.938	N
Chr3:5180772-5181319	67	61.211	N
Chr3:5186605-5186621	11	5.809	N
Chr3:5187375-5187389	91	88.998	N
Chr3:5189400-5189438	1	1.000	20
Chr3:5192335-5192350	5	1.250	N
Chr3:5210847-5210862	1	1.000	N
Chr3:5213087-5214027	43	40.300	N
Chr3:5228516-5228553	1	1.000	23
Chr3:5252363-5252408	10	4.944	N
Chr3:5253276-5253290	1	1.000	N
Chr3:5258852-5258896	0	0.000	N
Chr3:5261978-5261993	1	0.071	N
Chr3:5268521-5268534	7	5.333	N
Chr3:5274188-5274204	12	1.550	N
Chr3:5275149-5275205	188	10.584	N
Chr3:5278165-5279025	16	12.283	24
Chr3:5279318-5279332	0	0.000	N
Chr3:5280049-5280147	6	3.334	24
Chr3:5280926-5280937	0	0.000	N
Chr3:5282393-5283059	12	7.874	24
Chr3:5285276-5285290	8	1.950	N
Chr3:5285959-5286571	13	6.083	23
Chr3:5287885-5287899	1	1.000	N
Chr3:5301199-5301214	14	4.071	N
Chr3:5322828-5322842	35	2.457	N
Chr3:5328676-5328843	28	27.499	24
Chr3:5329544-5329559	2	0.417	N
Chr3:5331062-5331228	4	4.000	N
Chr3:5331796-5331938	7	5.833	N
Chr3:5332217-5332235	1	1.000	N
Chr3:5332486-5332506	1	1.000	N
Chr3:5333087-5333113	2	2.000	N
Chr3:5333634-5333650	4	4.000	N
Chr3:5343767-5343782	7	0.843	N
Chr3:5352826-5352840	0	0.000	N
Chr3:5356781-5356793	1	1.000	N
Chr3:5358421-5358444	0	0.000	N
Chr3:5360306-5360323	1	0.091	N
Chr3:5365956-5365972	19	6.219	N
Chr3:5368281-5368296	36	6.707	N
Chr3:5377320-5377370	2	1.333	N
Chr3:5378043-5378214	1	0.333	23
Chr3:5379333-5379440	8	4.417	24
Chr3:5379752-5379765	0	0.000	N
Chr3:5380130-5380219	121	19.941	24
Chr3:5380440-5380456	1	0.333	N
Chr3:5381471-5381560	1	0.036	N
Chr3:5384809-5384824	11	6.667	N
Chr3:5387124-5387270	4920	4918.032	N
Chr3:5393702-5393716	2	1.143	N
Chr3:5405250-5405266	0	0.000	N
Chr3:5406112-5406129	0	0.000	N
Chr3:5414321-5414342	1	1.000	22
Chr3:5417063-5417077	0	0.000	N
Chr3:5422075-5422091	0	0.000	N
Chr3:5431180-5431194	0	0.000	N
Chr3:5436694-5436708	1	0.100	N
Chr3:5437459-5437547	9	6.666	24
Chr3:5442313-5442327	0	0.000	N
Chr3:5447446-5447489	4	2.250	N
Chr3:5452591-5452605	6	1.300	N
Chr3:5452840-5452879	2	2.000	23
Chr3:5453438-5453591	0	0.000	N
Chr3:5468572-5469045	33	29.499	N
Chr3:5469340-5469419	5	5.000	N
Chr3:5473982-5473996	1	1.000	N
Chr3:5476032-5476048	6	2.750	N
Chr3:5476464-5476481	20	5.266	N
Chr3:5476895-5476909	7	6.200	N
Chr3:5492735-5492749	3	0.500	N
Chr3:5495973-5496071	3	2.333	23
Chr3:5496364-5496622	19	16.834	24
Chr3:5498666-5498690	0	0.000	N
Chr3:5499631-5499645	0	0.000	N
Chr3:5503757-5503774	21	9.908	N
Chr3:5505629-5505959	12	11.500	N
Chr3:5506433-5506837	14	13.250	N
Chr3:5508803-5508906	17	17.000	23
Chr3:5510268-5510362	3	3.000	N
Chr3:5512188-5512201	3	1.056	N
Chr3:5528948-5529115	2	2.000	24
Chr3:5531278-5531293	0	0.000	N
Chr3:5539493-5539508	69	12.820	N
Chr3:5542699-5542713	13	9.582	N
Chr3:5551234-5551248	0	0.000	N
Chr3:5555492-5555506	5	2.500	N
Chr3:5557030-5557032	0	0.000	N
Chr3:5557627-5558292	25	24.500	N
Chr3:5563650-5563664	0	0.000	N
Chr3:5567604-5567619	0	0.000	N
Chr3:5573634-5573648	0	0.000	N
Chr3:5584583-5584603	1	0.500	24
Chr3:5586846-5586860	0	0.000	N
Chr3:5590781-5591017	14	10.416	24
Chr3:5591566-5591604	4	4.000	24
Chr3:5617894-5617908	8	1.143	N
Chr3:5619431-5619446	10	2.381	N
Chr3:5620404-5620417	1	1.000	20
Chr3:5622007-5622047	10	9.071	24
Chr3:5622657-5623347	9	2.271	24
Chr3:5623621-5623810	3	0.910	24
Chr3:5624079-5624128	2	2.000	24
Chr3:5629117-5629537	31	31.000	24
Chr3:5632852-5632907	50	2.880	N
Chr3:5643128-5643134	1	1.000	24
Chr3:5643449-5643555	58	57.043	24
Chr3:5644127-5644141	119	11.948	N
Chr3:5646574-5646588	1	1.000	N
Chr3:5651122-5651443	18	13.667	N
Chr3:5651841-5652430	39	28.525	24
Chr3:5654263-5654279	0	0.000	N
Chr3:5657182-5657194	0	0.000	N
Chr3:5658624-5658640	0	0.000	N
Chr3:5663833-5663848	1	1.000	N
Chr3:5665647-5665659	2	1.333	N
Chr3:5669498-5669803	18	16.166	N
Chr3:5670059-5670367	13	11.834	N
Chr3:5670707-5670809	2	2.000	N
Chr3:5672396-5672412	2	0.417	N
Chr3:5683700-5683788	3	3.000	24
Chr3:5699324-5699338	13	5.117	N
Chr3:5705070-5705084	0	0.000	N
Chr3:5708019-5708036	0	0.000	N
Chr3:5715088-5715104	2	1.167	N
Chr3:5716601-5716615	0	0.000	N
Chr3:5721515-5721529	0	0.000	N
Chr3:5728075-5728167	3	3.000	24
Chr3:5728481-5729317	29	26.584	24
Chr3:5729533-5730079	39	36.500	24
Chr3:5735804-5735818	12	0.667	N
Chr3:5742579-5742593	30	5.601	N
Chr3:5743962-5744129	7	2.229	24
Chr3:5744375-5745390	34	6.086	24
Chr3:5760076-5760090	4	1.167	N
Chr3:5774710-5774725	0	0.000	N
Chr3:5778462-5778474	5	0.705	N
Chr3:5778916-5778930	6	1.834	N
Chr3:5779657-5779881	19	19.000	24
Chr3:5789066-5789082	10	3.128	N
Chr3:5790104-5790122	6	2.033	N
Chr3:5792505-5792596	27	12.698	24
Chr3:5793161-5793405	6	2.245	N
Chr3:5800630-5800644	2	0.450	N
Chr3:5803829-5803845	7	2.200	N
Chr3:5813841-5813855	0	0.000	N
Chr3:5815919-5816112	1	1.000	24
Chr3:5816247-5816405	2	0.500	N
Chr3:5823982-5824073	0	0.000	N
Chr3:5830003-5830438	492	476.699	N
Chr3:5831680-5831817	1	0.333	N
Chr3:5835257-5835669	55	55.000	24
Chr3:5836410-5836433	1	1.000	22
Chr3:5839308-5839573	19	8.833	24
Chr3:5839835-5840250	73	26.171	24
Chr3:5843056-5843086	137	86.036	N
Chr3:5844505-5844519	1	0.111	N
Chr3:5844968-5844983	10	1.940	N
Chr3:5850798-5850830	0	0.000	N
Chr3:5851203-5851217	0	0.000	N
Chr3:5861567-5861590	0	0.000	N
Chr3:5862025-5862377	1346	1334.694	21
Chr3:5865906-5866429	10	5.621	24
Chr3:5867250-5867434	7	7.000	24
Chr3:5867710-5868311	65	64.331	24
Chr3:5870192-5870206	8	2.000	N
Chr3:5873230-5873244	1	1.000	N
Chr3:5881929-5881968	2	2.000	N
Chr3:5886880-5886895	0	0.000	N
Chr3:5889172-5889187	0	0.000	N
Chr3:5915907-5916017	0	0.000	N
Chr3:5917636-5917650	0	0.000	N
Chr3:5921909-5921924	1	1.000	N
Chr3:5929405-5931305	124	72.751	24
Chr3:5932778-5932792	1	0.167	N
Chr3:5934134-5934148	3	0.619	N
Chr3:5934904-5934919	4	1.917	N
Chr3:5935826-5935841	0	0.000	N
Chr3:5941088-5941103	6	2.976	N
Chr3:5952539-5952675	10	10.000	N
Chr3:5953048-5953430	14	12.200	N
Chr3:5953632-5953640	0	0.000	N
Chr3:5954809-5955331	181	174.321	24
Chr3:5973205-5973221	1	0.500	N
Chr3:5973710-5973724	0	0.000	N
Chr3:5980147-5980161	15	11.143	N
Chr3:5982489-5982905	38	31.817	24
Chr3:5983251-5983527	5	5.000	24
Chr3:5983829-5983835	0	0.000	N
Chr3:5984847-5984916	1	1.000	23
Chr3:5986725-5986778	2	0.700	24
Chr3:5987252-5987313	6	6.000	24
Chr3:6001453-6001509	4	1.833	24
Chr3:6011440-6011478	1	0.500	23
Chr3:6025492-6025508	0	0.000	N
Chr3:6026405-6026419	8	0.348	N
Chr3:6033968-6033982	45	7.258	N
Chr3:6052707-6052735	3	3.000	24
Chr3:6053873-6053964	8	6.577	24
Chr3:6054283-6054446	7	7.000	23
Chr3:6054877-6054913	4	4.000	23
Chr3:6062702-6062718	0	0.000	N
Chr3:6063729-6063744	5	4.500	N
Chr3:6066794-6066809	1	0.167	N
Chr3:6073317-6073701	57	43.063	24
Chr3:6074268-6074283	1	0.125	N
Chr3:6078721-6078735	6	0.597	N
Chr3:6079424-6079438	0	0.000	N
Chr3:6100424-6100724	15	13.167	N
Chr3:6102973-6102988	19	6.411	N
Chr3:6106913-6106927	4	1.000	N
Chr3:6118155-6118169	13	13.000	N
Chr3:6125602-6125617	0	0.000	N
Chr3:6125933-6125948	31	6.742	N
Chr3:6127893-6128036	30	28.500	N
Chr3:6129537-6129552	8	3.866	N
Chr3:6143993-6144000	0	0.000	N
Chr3:6150325-6150349	1	1.000	N
