#Locus	Reads	Rep-total	DicerCall
Chr2:9897141-9897462	291	123.384	24
Chr2:9902141-9902213	10	10.000	24
Chr2:9903373-9903388	8	1.508	N
Chr2:9905313-9905326	4	1.750	N
Chr2:9905720-9905734	2	0.200	N
Chr2:9911569-9911591	3	3.000	24
Chr2:9922648-9922987	336	281.501	24
Chr2:9923470-9923534	67	67.000	24
Chr2:9928358-9928378	230	209.070	N
Chr2:9930932-9930948	36	30.499	N
Chr2:9935420-9935435	37	14.822	N
Chr2:9936654-9936669	17	6.792	N
Chr2:9942188-9942298	41	41.000	21
Chr2:9943398-9943410	2	0.500	N
Chr2:9946845-9946866	1	1.000	N
Chr2:9947345-9947450	3	3.000	N
Chr2:9965754-9965919	7	7.000	24
Chr2:9975863-9975989	30	29.124	24
Chr2:9978835-9979276	193	187.326	24
Chr2:9980670-9980939	21	15.334	24
Chr2:9982193-9982415	127	113.614	24
Chr2:9986548-9986575	497	163.264	N
Chr2:9987627-9987803	17	16.000	24
Chr2:9990123-9990137	8	2.500	N
Chr2:9994155-9994323	28	26.032	24
Chr2:9996276-9996291	2	1.000	N
Chr2:10001388-10001401	16	5.728	N
Chr2:10001638-10002268	63	47.319	24
Chr2:10003014-10003156	7	4.234	24
Chr2:10003658-10003660	1	0.167	22
Chr2:10004831-10004854	7	6.125	24
Chr2:10005090-10005370	12	5.921	24
Chr2:10005662-10006552	126	71.946	24
Chr2:10009124-10009313	6	4.286	24
Chr2:10009582-10009666	22	15.466	24
Chr2:10018064-10018229	84	17.447	24
Chr2:10018546-10018678	6	2.192	23
Chr2:10019053-10019130	21	3.247	24
Chr2:10019340-10020351	68	23.596	24
Chr2:10023483-10023500	4	1.702	N
Chr2:10026965-10027032	34	17.034	21
Chr2:10036557-10036623	30	18.750	23
Chr2:10037547-10038203	55	37.059	24
Chr2:10039586-10039617	9	6.500	24
Chr2:10039964-10040550	135	129.546	24
Chr2:10041692-10041770	15	14.000	24
Chr2:10045295-10045323	0	0.000	N
Chr2:10047153-10047163	2	2.000	22
Chr2:10059430-10059517	59	8.826	N
Chr2:10066905-10066922	207	147.757	N
Chr2:10070123-10070334	32	4.579	23
Chr2:10070890-10070919	8	2.653	23
Chr2:10075704-10075718	13	1.444	N
Chr2:10085494-10085886	65	30.882	24
Chr2:10086608-10086619	2	0.200	21
Chr2:10086927-10086954	5	0.555	22
Chr2:10087266-10087495	17	2.728	24
Chr2:10088426-10088557	14	2.031	24
Chr2:10088854-10088886	6	0.372	N
Chr2:10089301-10090478	272	50.755	24
Chr2:10090747-10091171	16	10.730	23
Chr2:10092491-10092679	23	3.314	24
Chr2:10093124-10093612	138	102.258	24
Chr2:10097323-10097338	4	0.702	N
Chr2:10098560-10098575	29	9.666	N
Chr2:10106083-10106112	23	23.000	24
Chr2:10111497-10111511	8	3.166	N
Chr2:10112599-10112613	7	3.036	N
Chr2:10113994-10114530	62	62.000	24
Chr2:10116953-10116968	5	2.000	N
Chr2:10117559-10117574	4	0.833	N
Chr2:10133696-10133867	21	21.000	24
Chr2:10136614-10136636	8	8.000	23
Chr2:10138067-10138133	47	47.000	24
Chr2:10139114-10139309	7	7.000	24
Chr2:10143191-10143242	11	10.499	N
Chr2:10144783-10144921	8	6.250	24
Chr2:10145274-10145458	49	44.100	24
Chr2:10151701-10152319	99	63.756	24
Chr2:10154954-10154971	1	0.500	N
Chr2:10158531-10158630	15	15.000	24
Chr2:10160612-10160625	3	3.000	N
Chr2:10165215-10165229	0	0.000	N
Chr2:10178713-10178728	2	0.571	N
Chr2:10181213-10181416	29	28.168	24
Chr2:10186056-10186070	8	8.000	N
Chr2:10194391-10194414	1	0.333	N
Chr2:10194655-10194965	256	143.386	24
Chr2:10198508-10198777	81	81.000	23
Chr2:10199075-10199112	6	6.000	23
Chr2:10223463-10223477	17	8.500	N
Chr2:10227945-10227958	2	0.611	N
Chr2:10234254-10234268	2	0.400	N
Chr2:10239008-10239514	88	56.452	24
Chr2:10240733-10240804	119	119.000	24
Chr2:10241309-10241363	0	0.000	N
Chr2:10243360-10243385	2	2.000	N
Chr2:10247240-10247429	11	11.000	22
Chr2:10254986-10255169	29	18.978	24
Chr2:10255383-10256061	274	137.603	24
Chr2:10257699-10257716	41	35.998	N
Chr2:10267573-10267589	2	0.393	N
Chr2:10278057-10278250	86	85.501	24
Chr2:10278910-10278970	3	3.000	24
Chr2:10279212-10279425	45	45.000	24
Chr2:10289183-10289189	4	4.000	N
Chr2:10289717-10290179	121	120.504	24
Chr2:10291531-10291617	13	13.000	23
Chr2:10296619-10296630	0	0.000	N
Chr2:10306141-10306253	156	148.949	24
Chr2:10311331-10311347	11	3.700	N
Chr2:10317310-10317325	126	14.162	N
Chr2:10317797-10318606	149	99.577	24
Chr2:10332256-10332272	0	0.000	N
Chr2:10333159-10333173	2	0.450	N
Chr2:10342148-10342165	34	24.381	N
Chr2:10344981-10344996	6	3.667	N
Chr2:10348813-10348827	12	9.067	N
Chr2:10351489-10351669	360	250.524	24
Chr2:10352034-10352083	12	6.193	24
Chr2:10352360-10352467	51	18.294	24
Chr2:10353007-10354339	285	234.526	24
Chr2:10354582-10355089	42	38.501	24
Chr2:10357329-10357336	0	0.000	N
Chr2:10358421-10358421	4	4.000	24
Chr2:10359979-10360027	5	5.000	23
Chr2:10367853-10367997	7	6.200	23
Chr2:10368515-10368531	2	2.000	23
Chr2:10368915-10369152	25	24.500	24
Chr2:10369467-10369481	2	2.000	N
Chr2:10373576-10373630	41	17.150	N
Chr2:10380926-10380942	7	1.882	N
Chr2:10382080-10382085	2	0.700	N
Chr2:10383640-10383656	134	122.838	N
Chr2:10390038-10390187	50	50.000	24
Chr2:10397065-10397204	37	30.000	24
Chr2:10406108-10406124	13	2.291	N
Chr2:10406468-10406700	104	59.717	24
Chr2:10407040-10407067	5	0.350	24
Chr2:10407279-10407292	2	2.000	24
Chr2:10408327-10408348	1	1.000	24
Chr2:10409088-10409091	2	2.000	24
Chr2:10409397-10409400	0	0.000	N
Chr2:10410988-10410998	0	0.000	N
Chr2:10411451-10411793	41	38.499	24
Chr2:10412200-10412803	147	67.120	24
Chr2:10413009-10413763	288	269.136	24
Chr2:10427206-10427220	26	26.000	N
Chr2:10428916-10428934	4	4.000	N
Chr2:10434705-10434719	3	0.500	N
Chr2:10435084-10435222	123	121.499	24
Chr2:10435490-10435546	17	17.000	24
Chr2:10436271-10437345	255	137.216	24
Chr2:10442885-10442908	2	2.000	24
Chr2:10446034-10446048	7	1.750	N
Chr2:10446761-10446775	25	8.332	N
Chr2:10454470-10454484	0	0.000	N
Chr2:10465626-10465780	45	40.334	24
Chr2:10466031-10466320	37	21.501	24
Chr2:10467124-10467346	17	17.000	23
Chr2:10467599-10467761	42	17.800	24
Chr2:10468054-10468374	26	10.556	24
Chr2:10468814-10468825	2	2.000	23
Chr2:10469749-10469775	1	1.000	23
Chr2:10470151-10470502	103	53.333	N
Chr2:10471327-10471351	5	5.000	24
Chr2:10492446-10492674	88	87.498	24
Chr2:10496298-10496313	4	3.125	N
Chr2:10504413-10504433	4	4.000	21
Chr2:10507122-10507187	20	20.000	24
Chr2:10507991-10508209	14	13.334	23
Chr2:10508628-10508651	3	3.000	24
Chr2:10511480-10511487	2	0.643	N
Chr2:10512821-10512892	46	46.000	24
Chr2:10516518-10516533	2	2.000	20
Chr2:10521489-10521612	97	96.496	24
Chr2:10524175-10524189	24	9.499	N
Chr2:10527599-10527689	26	26.000	24
Chr2:10533473-10533487	2	0.450	N
Chr2:10534044-10534056	5	5.000	23
Chr2:10534443-10534444	0	0.000	N
Chr2:10534933-10534949	3	1.167	22
Chr2:10535393-10535410	0	0.000	N
Chr2:10535731-10535884	42	18.115	24
Chr2:10540595-10540611	32	26.749	N
Chr2:10540842-10541027	14	13.000	23
Chr2:10541261-10541285	5	3.367	24
Chr2:10541702-10541744	19	15.333	24
Chr2:10541962-10541997	19	18.500	24
Chr2:10548829-10548844	15	13.249	N
Chr2:10549795-10550192	646	645.483	24
Chr2:10552730-10552801	6	6.000	24
Chr2:10553221-10553410	101	96.001	23
Chr2:10554908-10555038	77	61.831	24
Chr2:10558220-10558460	268	265.588	24
Chr2:10559324-10559339	1	1.000	N
Chr2:10562009-10562090	260	254.124	24
Chr2:10565740-10566509	266	129.914	24
Chr2:10570336-10570344	5	3.000	N
Chr2:10574277-10574291	4	0.174	N
Chr2:10577316-10577332	10	8.500	N
Chr2:10579856-10579927	28	28.000	24
Chr2:10587215-10587230	3	0.556	N
Chr2:10588671-10589035	261	185.180	24
Chr2:10590039-10590145	2	2.000	24
Chr2:10590491-10590848	386	316.327	24
Chr2:10592194-10593079	164	54.596	24
Chr2:10593297-10593525	20	17.116	24
Chr2:10593855-10593877	1	1.000	N
Chr2:10594257-10594380	3	1.667	22
Chr2:10595452-10595476	2	2.000	23
Chr2:10596110-10596189	13	12.000	23
Chr2:10596652-10596866	9	9.000	24
Chr2:10597183-10597546	21	19.582	24
Chr2:10598746-10599029	40	24.668	24
Chr2:10599246-10599247	4	1.750	24
Chr2:10599607-10601496	166	96.313	24
Chr2:10602459-10603087	67	58.940	24
Chr2:10603575-10604243	63	48.151	N
Chr2:10604670-10604883	37	33.999	24
Chr2:10605421-10605445	7	7.000	23
Chr2:10605676-10605734	2	2.000	24
Chr2:10605918-10606301	42	30.971	24
Chr2:10606932-10607127	18	11.916	24
Chr2:10607667-10609085	387	243.384	24
Chr2:10609809-10609835	6	6.000	N
Chr2:10612024-10612424	260	217.490	24
Chr2:10621501-10621962	212	212.000	24
Chr2:10622635-10622649	2	2.000	N
Chr2:10622980-10622992	1	0.200	24
Chr2:10624199-10624220	2	1.500	22
Chr2:10628783-10628827	21	21.000	24
Chr2:10634237-10634416	8	8.000	21
Chr2:10642497-10642586	3	1.000	24
Chr2:10645577-10645595	2	2.000	23
Chr2:10646690-10646756	27	20.587	24
Chr2:10647764-10647850	7	6.500	24
Chr2:10651314-10651325	6	1.500	N
Chr2:10651857-10651924	11	10.143	N
Chr2:10660978-10661075	27	27.000	24
Chr2:10661728-10661743	0	0.000	N
Chr2:10665658-10665672	7	2.834	N
Chr2:10669573-10669578	5	5.000	20
Chr2:10670241-10670387	5	5.000	23
Chr2:10670655-10670669	1	0.500	N
Chr2:10672328-10672344	6	6.000	N
Chr2:10676467-10676558	212	47.467	20
Chr2:10678055-10678460	518	470.914	24
Chr2:10682235-10682324	49	40.989	24
Chr2:10682770-10682847	159	105.147	24
Chr2:10683232-10683293	14	3.938	24
Chr2:10683603-10683857	96	69.024	24
Chr2:10684499-10684513	1	0.167	N
Chr2:10685011-10685025	11	0.962	N
Chr2:10687024-10687698	361	359.484	24
Chr2:10703227-10703243	29	16.666	N
Chr2:10709705-10709830	46	43.999	24
Chr2:10718000-10718293	9	9.000	N
Chr2:10718969-10718984	3	0.525	N
Chr2:10722385-10722401	8	0.987	N
Chr2:10723284-10723298	9	3.000	N
Chr2:10728944-10729672	322	312.179	24
Chr2:10730548-10730560	3	0.575	N
Chr2:10730875-10730979	43	42.110	24
Chr2:10732378-10732722	228	227.498	24
Chr2:10739336-10739439	47	44.001	24
Chr2:10745364-10745378	0	0.000	N
Chr2:10748886-10749232	236	211.008	24
Chr2:10750455-10750472	16	5.250	N
Chr2:10755253-10755310	175	171.255	24
Chr2:10756775-10756792	14	4.284	N
Chr2:10760986-10761100	7	1.950	24
Chr2:10773925-10773940	2	0.333	N
Chr2:10776546-10776743	16	16.000	24
Chr2:10776966-10776980	13	4.291	N
Chr2:10796876-10797266	75	60.960	24
Chr2:10806701-10807518	251	174.796	24
Chr2:10809526-10809541	3	1.000	N
Chr2:10813853-10813895	48	13.786	N
Chr2:10814834-10814856	5	5.000	24
Chr2:10815641-10815655	7	3.000	N
Chr2:10824630-10824644	3	1.167	N
Chr2:10829000-10829014	2	2.000	N
Chr2:10837180-10837271	62	62.000	24
Chr2:10842068-10842383	205	204.508	24
Chr2:10852162-10852222	18	18.000	24
Chr2:10856760-10857072	159	157.458	N
Chr2:10872884-10872905	1	1.000	24
Chr2:10874072-10874918	110	59.180	24
Chr2:10875132-10875157	5	2.500	24
Chr2:10875444-10876949	218	76.235	24
Chr2:10877228-10877628	71	23.664	24
Chr2:10877935-10877958	2	0.667	N
Chr2:10878189-10878208	0	0.000	N
Chr2:10878423-10879168	187	48.863	24
Chr2:10879493-10880221	257	80.775	24
Chr2:10887088-10887099	11	2.564	N
Chr2:10892522-10892538	6	1.883	N
Chr2:10897737-10897752	5	2.500	N
Chr2:10909724-10909815	31	30.501	24
Chr2:10913822-10913837	14	6.182	N
Chr2:10914473-10914487	23	11.500	N
Chr2:10922367-10922381	6	3.067	N
Chr2:10931433-10931669	37	28.298	24
Chr2:10931879-10931902	2	2.000	22
Chr2:10932116-10932379	43	30.491	24
Chr2:10935291-10935391	73	48.282	N
Chr2:10944260-10944641	83	82.004	24
Chr2:10951533-10951547	1	0.125	N
Chr2:10951979-10952324	36	34.200	24
Chr2:10963213-10963229	7	4.083	N
Chr2:10970502-10970519	2	2.000	N
Chr2:10970896-10970914	14	12.667	N
Chr2:10973173-10973387	152	87.020	24
Chr2:10973671-10973795	107	80.485	24
Chr2:10981854-10981868	8	2.834	N
Chr2:10982920-10982935	11	2.631	N
Chr2:10986080-10986094	3	0.536	N
Chr2:10987036-10987054	22	6.426	N
Chr2:10996167-10996441	46	27.618	24
Chr2:10996973-10997003	6	4.000	24
Chr2:11000491-11000512	4	4.000	22
Chr2:11009302-11009302	2	0.667	N
Chr2:11010472-11010486	5	0.209	N
Chr2:11010865-11011050	715	715.000	24
Chr2:11013664-11013680	31	23.399	N
Chr2:11014626-11014720	93	93.000	24
Chr2:11016533-11016563	7	7.000	24
Chr2:11033249-11033263	5	5.000	N
Chr2:11040929-11041020	31	29.283	24
Chr2:11042183-11042189	3	3.000	N
Chr2:11042638-11042814	18	16.666	N
Chr2:11043276-11043498	50	44.500	24
Chr2:11044468-11044487	3	3.000	24
Chr2:11048649-11048649	2	2.000	23
Chr2:11049495-11049509	1	0.111	N
Chr2:11051958-11051968	0	0.000	N
Chr2:11052257-11052337	39	37.834	24
Chr2:11053326-11053462	55	43.500	24
Chr2:11056397-11056643	70	68.033	23
Chr2:11057805-11057821	3	2.250	N
Chr2:11058270-11058522	345	331.166	24
Chr2:11059038-11059049	2	0.379	N
Chr2:11065008-11065022	4	0.518	N
Chr2:11066300-11066538	155	152.784	24
Chr2:11067745-11067760	6	4.125	N
Chr2:11075904-11076165	324	316.321	24
Chr2:11076591-11076786	14	7.861	N
Chr2:11077177-11077384	45	39.177	N
Chr2:11077966-11077980	1	1.000	N
Chr2:11100517-11100567	177	177.000	24
Chr2:11101130-11101299	26	10.286	24
Chr2:11107155-11107174	2	2.000	N
Chr2:11107497-11108040	191	188.498	24
Chr2:11108451-11108533	5	2.833	N
Chr2:11109857-11109871	11	2.429	N
Chr2:11110283-11110297	1	0.167	N
Chr2:11111850-11111867	87	77.056	N
Chr2:11112603-11112618	19	9.667	N
Chr2:11115679-11115836	77	10.295	N
Chr2:11117439-11117456	5	1.666	N
Chr2:11119198-11119407	30	29.499	24
Chr2:11126837-11126850	4	4.000	N
Chr2:11128794-11129509	107	59.792	24
Chr2:11129762-11129892	15	15.000	24
Chr2:11134488-11134502	8	0.885	N
Chr2:11136603-11136617	2	2.000	N
Chr2:11138753-11138768	5	5.000	N
Chr2:11156108-11156122	25	7.168	N
Chr2:11159702-11159803	68	68.000	21
Chr2:11160253-11160315	14	13.055	N
Chr2:11160710-11161184	92	92.000	24
Chr2:11161555-11161591	13	12.000	24
Chr2:11161950-11162107	5	4.500	24
Chr2:11162486-11162648	8	5.423	24
Chr2:11162861-11163038	17	13.972	24
Chr2:11163977-11164238	144	144.000	24
Chr2:11166410-11166425	1	1.000	N
Chr2:11171905-11171920	4	4.000	N
Chr2:11172912-11172927	2	2.000	N
Chr2:11177113-11177311	280	270.424	24
Chr2:11181098-11181114	158	111.832	N
Chr2:11183379-11183551	47	47.000	24
Chr2:11186789-11186804	12	6.617	N
Chr2:11193031-11193046	116	62.373	N
Chr2:11214884-11214898	7	2.200	N
Chr2:11216943-11217355	35	29.834	24
Chr2:11228826-11228842	15	7.862	N
Chr2:11229514-11229529	1	0.250	N
Chr2:11230110-11230125	42	20.399	N
Chr2:11238231-11238253	3	3.000	23
Chr2:11239245-11239259	3	0.583	N
Chr2:11240848-11240863	2	0.400	N
Chr2:11251322-11251336	2	0.333	N
Chr2:11260023-11260040	13	6.583	N
Chr2:11266051-11266283	100	49.190	24
Chr2:11266928-11267256	69	22.515	24
Chr2:11270395-11270677	46	42.334	N
Chr2:11271895-11271976	70	53.830	24
Chr2:11285113-11285320	11	0.997	24
Chr2:11285649-11285887	46	22.319	24
Chr2:11286140-11286717	100	65.670	24
Chr2:11298341-11298508	145	143.999	24
Chr2:11303109-11303423	140	135.506	24
Chr2:11306890-11306905	1	0.500	N
Chr2:11308630-11308732	91	31.040	24
Chr2:11310349-11310425	8	8.000	24
Chr2:11311687-11311704	8	0.845	N
Chr2:11315646-11315915	10	9.500	24
Chr2:11325666-11325688	3	3.000	N
Chr2:11326466-11326492	5	5.000	24
Chr2:11327199-11327208	2	2.000	23
Chr2:11327924-11327948	3	3.000	24
Chr2:11328860-11329053	25	24.000	24
Chr2:11333226-11333242	16	6.000	N
Chr2:11346103-11346170	5	4.167	24
Chr2:11346515-11346700	271	269.997	24
Chr2:11359884-11360146	184	177.321	24
Chr2:11361876-11361906	13	13.000	N
Chr2:11362762-11362793	6	2.700	23
Chr2:11363004-11363022	1	1.000	23
Chr2:11367230-11367360	27	26.501	24
Chr2:11373003-11373150	152	150.115	24
Chr2:11373406-11373607	91	90.499	24
Chr2:11378756-11379068	8	7.250	24
Chr2:11384863-11384878	6	0.400	N
Chr2:11386826-11387127	164	134.660	24
Chr2:11387376-11387445	13	13.000	24
Chr2:11393847-11393861	0	0.000	N
Chr2:11395776-11395791	31	6.209	N
Chr2:11397464-11397800	46	38.649	24
Chr2:11398163-11398939	43	25.344	24
Chr2:11399387-11399390	5	4.250	23
Chr2:11400114-11400733	77	76.499	24
Chr2:11401329-11401349	70	20.678	N
Chr2:11402124-11402140	9	7.000	N
Chr2:11402601-11402615	4	0.444	N
Chr2:11407060-11407075	152	149.006	N
Chr2:11408746-11409321	241	238.470	24
Chr2:11409972-11409987	3	2.167	N
Chr2:11424601-11424615	2	0.253	N
Chr2:11427252-11427263	4	1.792	N
Chr2:11427492-11427507	6	1.250	N
Chr2:11428717-11428869	211	182.452	24
Chr2:11429143-11429200	25	13.395	24
Chr2:11432057-11432064	2	1.000	N
Chr2:11439882-11439941	28	15.084	N
Chr2:11456471-11456485	3	0.250	N
Chr2:11461434-11461528	104	103.334	24
Chr2:11470662-11470677	7	3.500	N
Chr2:11473505-11473520	12	10.000	N
Chr2:11476222-11476236	4	2.500	N
Chr2:11480545-11480563	90	89.334	N
Chr2:11491452-11491468	4	2.500	N
Chr2:11495228-11495488	49	48.334	24
Chr2:11499293-11499309	7	3.250	N
Chr2:11501206-11501226	1	0.167	20
Chr2:11503464-11503818	49	23.544	24
Chr2:11505333-11505347	5	0.796	N
Chr2:11508303-11508389	16	14.018	23
Chr2:11508776-11508892	54	49.999	23
Chr2:11528552-11528568	4	1.750	N
Chr2:11529670-11529677	1	1.000	N
Chr2:11539281-11539298	22	15.041	N
Chr2:11544603-11544967	369	364.609	24
Chr2:11547430-11547444	10	10.000	N
Chr2:11549363-11549483	18	18.000	24
Chr2:11549907-11550337	518	518.000	24
Chr2:11555395-11555512	46	24.178	24
Chr2:11555908-11555928	4	4.000	23
Chr2:11556202-11556284	470	125.537	24
Chr2:11559096-11559278	398	396.010	24
Chr2:11562885-11563096	2	1.500	N
Chr2:11568667-11568681	7	5.667	N
Chr2:11572063-11572078	8	3.700	N
Chr2:11574668-11574686	41	30.000	N
Chr2:11585926-11585947	10	10.000	22
Chr2:11591227-11591242	3	0.750	N
Chr2:11597257-11597877	94	28.802	24
Chr2:11609982-11609999	13	3.851	N
Chr2:11615658-11615670	0	0.000	N
Chr2:11618012-11618111	28	22.999	24
Chr2:11619141-11619730	205	201.740	24
Chr2:11621142-11621156	5	0.454	N
Chr2:11623727-11623901	90	63.297	24
Chr2:11642948-11643271	96	85.229	24
Chr2:11643470-11643531	4	4.000	24
Chr2:11643766-11643776	1	0.500	22
Chr2:11645740-11646181	327	326.215	24
Chr2:11663073-11663747	50	48.305	23
Chr2:11663951-11663977	3	2.333	N
Chr2:11669203-11669423	25	25.000	24
Chr2:11670717-11670733	4	0.800	N
Chr2:11681910-11681924	20	10.000	N
Chr2:11683258-11683310	13	13.000	24
Chr2:11690842-11690857	7	1.292	N
Chr2:11693741-11693814	54	54.000	23
Chr2:11694323-11694395	153	153.000	24
Chr2:11720492-11720509	11	6.700	N
Chr2:11721574-11722110	12483	12294.507	21
Chr2:11722342-11722360	3	1.500	21
Chr2:11725578-11725595	3	0.809	N
Chr2:11729994-11730010	25	12.350	N
Chr2:11735863-11735880	35	12.527	N
Chr2:11739922-11740176	660	654.720	24
Chr2:11756663-11756677	14	2.500	N
Chr2:11758867-11759013	11	11.000	N
Chr2:11760080-11760282	75	74.332	24
Chr2:11762599-11762637	17	15.584	23
Chr2:11764207-11764284	7	4.944	N
Chr2:11765033-11765049	3	1.533	N
Chr2:11767967-11768166	61	38.332	24
Chr2:11768436-11769380	768	128.794	24
Chr2:11770029-11770039	1	0.500	24
Chr2:11773979-11773993	38	38.000	N
Chr2:11774868-11774923	94	9.052	N
Chr2:11775700-11775715	14	2.556	N
Chr2:11778351-11778366	1	0.250	N
Chr2:11786749-11787294	159	125.610	24
Chr2:11800143-11800157	3	0.833	N
Chr2:11805269-11805283	2	1.167	N
Chr2:11808354-11808369	9	2.430	N
Chr2:11810521-11810686	11	5.000	N
Chr2:11812882-11812973	50	46.245	24
Chr2:11815488-11815502	5	1.150	N
Chr2:11834721-11834956	246	246.000	24
Chr2:11840272-11840286	9	3.600	N
Chr2:11844691-11844711	5	2.333	22
Chr2:11857400-11857415	7	7.000	N
Chr2:11864154-11864225	61202	5079.766	N
Chr2:11867198-11868216	341	293.737	24
Chr2:11881182-11881197	3	2.125	N
Chr2:11902016-11902031	23	20.500	N
Chr2:11908858-11909094	129	104.696	23
Chr2:11909397-11909420	2	1.250	24
Chr2:11909651-11909677	4	4.000	24
Chr2:11917158-11917177	37	26.203	N
Chr2:11918663-11918678	3	2.077	N
Chr2:11920398-11921171	405	402.651	24
Chr2:11927028-11927054	2	2.000	N
Chr2:11928524-11928553	5	5.000	N
Chr2:11929016-11929067	3	3.000	N
Chr2:11932129-11932151	3	3.000	23
Chr2:11932383-11932406	3	3.000	24
Chr2:11934352-11934367	7	3.583	N
Chr2:11939669-11939684	7	3.250	N
Chr2:11942878-11943051	813	387.151	21
Chr2:11948608-11948619	1	1.000	24
Chr2:11949214-11949343	22	22.000	23
Chr2:11952673-11953251	591	586.449	24
Chr2:11961594-11961601	0	0.000	N
Chr2:11964256-11964302	4	4.000	23
Chr2:11964620-11964823	40	38.832	24
Chr2:11968019-11968036	32	28.144	N
Chr2:11969416-11969432	326	274.427	N
Chr2:11977134-11977147	1	0.500	N
Chr2:11977825-11977842	15	11.664	N
Chr2:11981973-11981989	1	0.500	N
Chr2:11982927-11983941	466	82.808	24
Chr2:11986817-11986831	3	1.500	N
Chr2:12000920-12000935	11	1.710	N
Chr2:12009723-12009894	1	0.200	N
Chr2:12015573-12015587	8	3.192	N
Chr2:12016342-12016359	5	5.000	N
Chr2:12019912-12019927	17	8.201	N
Chr2:12021019-12021033	1	0.143	N
Chr2:12044419-12044434	2	0.400	N
Chr2:12049945-12049951	6	6.000	N
Chr2:12062096-12062112	13	6.733	N
Chr2:12070684-12070698	65	32.500	N
Chr2:12076014-12076270	155	132.339	24
Chr2:12083379-12083393	3	0.500	N
Chr2:12092491-12092662	18	3.087	24
Chr2:12092951-12093186	92	32.439	24
Chr2:12093425-12093891	85	38.445	24
Chr2:12106712-12106846	2	2.000	24
Chr2:12107355-12107371	1	0.500	N
Chr2:12107786-12107917	91	91.000	24
Chr2:12113971-12113985	4	0.364	N
Chr2:12115741-12115761	11	6.300	N
Chr2:12120158-12120173	32	27.200	N
Chr2:12135893-12135908	4	0.850	N
Chr2:12136602-12136818	4	4.000	23
Chr2:12142746-12142760	11	9.266	N
Chr2:12143683-12143756	12	6.500	24
Chr2:12144309-12144393	32	28.618	24
Chr2:12144735-12144783	19	17.343	24
Chr2:12145914-12145929	3	0.917	N
Chr2:12146223-12146260	3	3.000	23
Chr2:12148570-12148584	4	3.167	N
Chr2:12150294-12150563	26	23.499	24
Chr2:12151397-12151402	2	2.000	24
Chr2:12151729-12151909	15	15.000	24
Chr2:12155456-12155485	10	10.000	24
Chr2:12165014-12165028	8	4.000	N
Chr2:12174041-12174222	479	478.234	24
Chr2:12175017-12175448	337	337.000	24
Chr2:12180644-12180660	24	19.601	N
Chr2:12181479-12181543	241	235.096	24
Chr2:12183601-12183615	8	2.571	N
Chr2:12187964-12187980	13	4.215	N
Chr2:12202301-12202535	119	119.000	24
Chr2:12208864-12208868	2	2.000	23
Chr2:12209247-12209412	5	4.500	24
Chr2:12216637-12216651	1	1.000	22
Chr2:12219340-12219354	5	0.715	N
Chr2:12238275-12238290	19	13.450	N
Chr2:12238720-12238735	4	2.500	N
Chr2:12242901-12243308	542	355.986	24
Chr2:12244071-12244143	15	14.334	N
Chr2:12248182-12248196	1	0.059	N
Chr2:12250746-12250760	19	3.726	N
Chr2:12252327-12252343	37	4.703	N
Chr2:12252746-12252761	0	0.000	N
Chr2:12256132-12256239	315	303.849	24
Chr2:12270128-12270426	4	3.500	21
Chr2:12271452-12271471	59	19.340	N
Chr2:12283340-12283360	1	0.500	21
Chr2:12284794-12285521	82	73.177	24
Chr2:12285870-12285928	15	15.000	24
Chr2:12286262-12286281	0	0.000	N
Chr2:12293424-12293439	37	8.295	N
Chr2:12301251-12301295	11	0.853	N
Chr2:12302479-12302492	7	4.459	N
Chr2:12304664-12304678	7	1.000	N
Chr2:12309828-12310255	79	39.547	24
Chr2:12319378-12319392	29	3.173	N
Chr2:12320513-12320562	18	13.720	24
Chr2:12326398-12326412	9	3.072	N
Chr2:12326690-12326705	5	3.400	N
Chr2:12327558-12327574	10	0.877	N
Chr2:12329003-12329076	349	146.894	N
Chr2:12331235-12331253	7687	1052.350	N
Chr2:12332085-12332100	1	0.333	N
Chr2:12332585-12332782	57	53.335	24
Chr2:12333084-12333120	106878	52979.425	N
Chr2:12333867-12333903	10710	9948.519	N
Chr2:12335044-12335080	106411	52737.292	N
Chr2:12335745-12335763	8587	1339.572	N
Chr2:12339750-12339824	1727	760.916	N
Chr2:12348322-12348334	4	0.966	N
Chr2:12354770-12354785	1	1.000	N
Chr2:12362351-12362365	7	1.611	N
Chr2:12372661-12372834	75	63.180	24
Chr2:12377334-12377370	4	4.000	24
Chr2:12377832-12377891	59	59.000	24
Chr2:12380094-12380109	5	4.143	N
Chr2:12393152-12393331	162	156.330	24
Chr2:12398225-12398412	234	233.509	24
Chr2:12404118-12404132	16	8.000	N
Chr2:12409896-12410602	106	88.245	24
Chr2:12410875-12410889	2	1.500	N
Chr2:12413717-12414068	132	121.532	24
Chr2:12416222-12416428	21	20.500	N
Chr2:12429943-12429957	16	9.730	N
Chr2:12450532-12450541	2	2.000	24
Chr2:12453405-12453432	30	12.501	N
Chr2:12453943-12453960	0	0.000	N
Chr2:12471774-12471844	61384	5094.872	N
Chr2:12475688-12475911	143	142.328	24
Chr2:12477295-12477436	249	239.862	24
Chr2:12486287-12486302	1	0.333	N
Chr2:12489960-12489974	14	4.666	N
Chr2:12501195-12501210	6	6.000	N
